id,text,span
11,"Selle aasta mais võttis Tallinna Vesi kasutusele tehismärgala - Kurna oja vesi suunatakse endise Katku oja madalasse taimestikuga kaetud luhta , kust see väga aeglaselt enne Ülemiste järve jõudmist läbi voolab .","{'start': 64, 'end': 73, 'text': 'Kurna oja', 'labels': ['LOC']}"
12,Seal kasvas ja kasvatati seda algselt peamiselt Andide mäestikus Venezuelast Tšiilini .,"{'start': 48, 'end': 64, 'text': 'Andide mäestikus', 'labels': ['LOC']}"
13,Iraan arreteeris möödunud laupäeval kolm Pärsia lahe saarel kalastanud Soome ärimeest .,"{'start': 41, 'end': 52, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
14,Ekspeditsiooni toimumise hüvanguks saab teha ülekandeid arvelduskontole 17000601858 Nordea pangas .,"{'start': 84, 'end': 97, 'text': 'Nordea pangas', 'labels': ['LOC']}"
15,""" Aare on loonud Nordea panga korporatiivpanganduses väga tugeva meeskonna ning toimiva süsteemi , mis annab uuele juhile võimaluse tulla ambitsioonikasse ja hästi töötavasse meeskonda , "" lisas Kraft .","{'start': 17, 'end': 29, 'text': 'Nordea panga', 'labels': ['LOC']}"
16,"Tallinlane Argo Taur läks eelmise nädala keskel Nordea panka , sest tahtis kanda raha Soome Nordea panka .","{'start': 48, 'end': 60, 'text': 'Nordea panka', 'labels': ['LOC']}"
17,""" AS-ile Silikaat loob Vääna jõe valgala lähedus eelduse juhtida Raku järve vett näiteks Pääsküla rabasse ja jõkke , "" lausus Niinberg .","{'start': 89, 'end': 105, 'text': 'Pääsküla rabasse', 'labels': ['LOC']}"
18,Andide mäestikku iseloomustab elav vulkanism ja sagedased maavärinad .,"{'start': 0, 'end': 16, 'text': 'Andide mäestikku', 'labels': ['LOC']}"
19,"ühepäevalisi rattareise saab teha õige mitmeid - Nelijärve , Jäneda ja Valgehobuse mäeni välja põhjas ja Matsimäe järveni lõunas .","{'start': 105, 'end': 121, 'text': 'Matsimäe järveni', 'labels': ['LOC']}"
20,Lämmijärvel on tekkinud küllalt paks jää ning Laosina lahel on jää paksus 18-35 sentimeetrit .,"{'start': 46, 'end': 59, 'text': 'Laosina lahel', 'labels': ['LOC']}"
21,"Hetkel , mil hiidlaine India ookeani randu tabas , viibis katastroofipiirkonnas 307 eestlast , siiani on neist ühendus saamata 13 inimesega .","{'start': 23, 'end': 36, 'text': 'India ookeani', 'labels': ['LOC']}"
22,Monument paigaldatakse mittetulundusühingu Kultuuridialoog/Üks Maailm eestvõttel Moskva jõe kaldale Briti saatkonna lähistele .,"{'start': 81, 'end': 91, 'text': 'Moskva jõe', 'labels': ['LOC']}"
23,Tagatipuks hüppas alt ära peamine toetaja Nordea pank .,"{'start': 42, 'end': 53, 'text': 'Nordea pank', 'labels': ['LOC']}"
24,Imetlusobjektiks on kolm aastat tagasi Riia kesklinna Daugava jõe kaldale kerkinud ettevõtja esimene ja tõeliselt suuremahuline 217 korteri ning 19 äripinnaga CentraNamsi projekt .,"{'start': 54, 'end': 65, 'text': 'Daugava jõe', 'labels': ['LOC']}"
25,"UNICEFi andmetel on Somaali poolsaarel vähemalt kaheksa miljonit inimest tõsises hädas , kuna põud on hävitanud nii kariloomad kui ka viljasaagi .","{'start': 20, 'end': 38, 'text': 'Somaali poolsaarel', 'labels': ['LOC']}"
26,"Pant ütles eile , et Silja Line'i praeguse tegevjuhi Antti Pankakoskiga tuli esimest korda Tallinki poolt Silja omandamine jutuks juba kuus kuni seitse aastat tagasi , kui Pankakoski töötas veel Nordea pangas .","{'start': 195, 'end': 208, 'text': 'Nordea pangas', 'labels': ['LOC']}"
27,"Eesmärgi saavutamiseks on kohalikud turismiettevõtjad investeerinud uue golfikeskuse ehitamisse , vald korrastab Pühajärve randa ja suurenev turistide hulk innustab ettevõtjaid rajama ka uusi hotellikohti .","{'start': 113, 'end': 128, 'text': 'Pühajärve randa', 'labels': ['LOC']}"
28,Keskööl leitigi naine Pedja jõe kaldalt .,"{'start': 22, 'end': 31, 'text': 'Pedja jõe', 'labels': ['LOC']}"
29,"Kui vaadata hetkel Tondi rabasse kerkivat ja ka planeeritavat hoonestust , on tegu pigem äärelinnale iseloomuliku kooslusega .","{'start': 19, 'end': 32, 'text': 'Tondi rabasse', 'labels': ['LOC']}"
30,"Paralepa rannas , Vasikaholmil ja jahtklubi juures oli coli-indeks kõikjal 1300.","{'start': 0, 'end': 15, 'text': 'Paralepa rannas', 'labels': ['LOC']}"
31,Pühapäeval süttis ja põles maha Jõgevamaal Kuremaa järve ranna lähedusse kõrge rohu peale pargitud Opel Vectra .,"{'start': 43, 'end': 56, 'text': 'Kuremaa järve', 'labels': ['LOC']}"
32,"Mõned meetrid Mohni saare kaldast hakkas merevesi 20 meetri raadiuses lainetama ja muutus vahuseks , kuid oodatud hiiglaslikku veesammast ei tõusnud .","{'start': 14, 'end': 25, 'text': 'Mohni saare', 'labels': ['LOC']}"
33,"Tugev maavärin raputas Aegeani mere saari teistkorda selle nädala jooksul , teatas Kreeka Geodünaamika Instituut .","{'start': 23, 'end': 35, 'text': 'Aegeani mere', 'labels': ['LOC']}"
34,"Väikeasulad , tilluke lennuväli , mahajäetud USA sõjaväebaas , põllusiilud , prügimäed ja maanteekõrtsid on saanud Marathoni lahte suubuva Charadra jõe soist deltat ümbritseva maastiku lahutamatuks osaks .","{'start': 139, 'end': 151, 'text': 'Charadra jõe', 'labels': ['LOC']}"
35,Hans Teiv : Püsiühenduse rajamisest üle Suure väina mandrilt Muhumaale hakati rääkima varsti pärast Väikese väina tammi valmimist 1896. aastal .,"{'start': 40, 'end': 51, 'text': 'Suure väina', 'labels': ['LOC']}"
36,"Rohuküla-Heltermaa laevateel Rukkirahu kanalis on ka pärast süvendamist kohti , mis on vaid 4,4 meetrit sügavad , ehkki suurte parvlaevade ohutuks kurseerimiseks peaks laevatee sügavuseks olema vähemalt 5 meetrit ja laiuseks 60 meetrit .","{'start': 29, 'end': 46, 'text': 'Rukkirahu kanalis', 'labels': ['LOC']}"
37,"Laupäeval kell 14.35 teatas hättasattunud skuutrisõitja kaaslane piirivalvele , et tema sõber läks Tõrvanina rannast merele ja umbes poole miili kaugusel kaldast skuuter seiskus .","{'start': 99, 'end': 116, 'text': 'Tõrvanina rannast', 'labels': ['LOC']}"
38,"Oli Jüri Reimalil , 50 , Valuoja järve veeres majake , enam ei ole .","{'start': 25, 'end': 38, 'text': 'Valuoja järve', 'labels': ['LOC']}"
39,"Eduard Vilde muuseumi direktor Elem Treier koostas muuseumi fondides leiduva fotomaterjali pühjal näituse , mida eksponeeritakse pidulistele Musta mere kaldal 1861. aastal asutatud külas .","{'start': 141, 'end': 151, 'text': 'Musta mere', 'labels': ['LOC']}"
40,""" Näiteks Lahemaa rahvuspargis vastandusid hiljuti keskkonnateenistuse ja kaitseala spetsialistide arvamused kaitsealusele Nõmmeveski ojale hüdrojaama lubamise suhtes , "" lisas ta .","{'start': 123, 'end': 139, 'text': 'Nõmmeveski ojale', 'labels': ['LOC']}"
41,"Eesti rahasse arvestatuna on pankrotti läinud firma Nordea pangale võlgu pool miljardit krooni , suurimad kaotajad olid ka fondi osanikud Telenor , Schibsted ja Skaugen Holding .","{'start': 52, 'end': 66, 'text': 'Nordea pangale', 'labels': ['LOC']}"
42,Sama töö raames ongi käsile võetud Raku järve uurimine .,"{'start': 35, 'end': 45, 'text': 'Raku järve', 'labels': ['LOC']}"
43,Latiinod aga pärinevad Ameerika kontinendi ja Kariibi mere saarte pärismaalastest .,"{'start': 46, 'end': 58, 'text': 'Kariibi mere', 'labels': ['LOC']}"
44,"Kui riigi maa-amet taotluse rahuldab , kulgeb piir Tallinna ja Saku valla vahel edaspidi mööda Tänassilma külas moodustatava Koolme katastriüksuse piiri kuni edelapoolseima piiripunktini , sealt risti Pääsküla jõe teljeni ja mööda Pääsküla jõe telge .","{'start': 201, 'end': 213, 'text': 'Pääsküla jõe', 'labels': ['LOC']}"
45,"Samas lähedal , kus Ire väina ja Liivi ehk Riia lahe lained Kolka neeme tipus laksuga vastamisi löövad .","{'start': 60, 'end': 71, 'text': 'Kolka neeme', 'labels': ['LOC']}"
46,Möödunud suvel Ugala tiigi kaldal esietendunud lavalugu jõudis mulluse suve jooksul üheteistkümnesse Eestimaa punkti .,"{'start': 15, 'end': 26, 'text': 'Ugala tiigi', 'labels': ['LOC']}"
47,"Samas on Tivoli taotletav maa bastioni ja staadioni alast tunduvalt suurem , ulatudes üle Põhjaväila mereni välja ning sinna võib olla võimalik ehitada seda , mida bastionile ei saa .","{'start': 90, 'end': 107, 'text': 'Põhjaväila mereni', 'labels': ['LOC']}"
48,"Üldplaneeringuga on Pirita jõe saar kavandatud metsade , parkide ja looduslike haljasalade alaks , st puhkeotstarbeliseks avalikus kasutuses olevaks alaks .","{'start': 20, 'end': 30, 'text': 'Pirita jõe', 'labels': ['LOC']}"
49,Kahekohalised rippkiiged kinnitati veel lasteaia Tõrvalill õuealale ja Vanamõisa järve kaldale .,"{'start': 71, 'end': 86, 'text': 'Vanamõisa järve', 'labels': ['LOC']}"
50,"Üks vahe on küll - mis iganes on vorminud selle või teise euroopa rahva eripära , ameeriklase olemus on sündinud kahes paigas : Bostoni lahe ääres “ teepeol ” ja Rajamaadel , läbi metsiku ja vaenuliku sisemaa Vaikse ookeani poole edasi tungides .","{'start': 128, 'end': 140, 'text': 'Bostoni lahe', 'labels': ['LOC']}"
51,"“ Teeme minekit , ennegu voor Vanakiriku mäe alla jõuab , mine neid röövlisi tea , äkki on mammal õigus , ja meil veike ka ühes , ” ütleb Volli ja vahib ise tema poole , üks silm naerukil , teine nutukil , nagu Vollil vahel on .","{'start': 30, 'end': 44, 'text': 'Vanakiriku mäe', 'labels': ['LOC']}"
52,"Kui paar aastat tagasi jõudis avalikkuseni linnavolikogu vabandus , et kitsaste olude tõttu jääb taas tegemata investeering Tondi rabasse , siis sealt edasi pole seda isegi mitte planeeritud .","{'start': 124, 'end': 137, 'text': 'Tondi rabasse', 'labels': ['LOC']}"
53,"Võimsad kremlimüürid , mille kohal kõrgub Troitski ( kolmainsuse ) katedraali kuldkuppel , ei jäta külmaks küll ühtegi Velikaja jõest ülesõitvat turisti .","{'start': 119, 'end': 133, 'text': 'Velikaja jõest', 'labels': ['LOC']}"
54,"Järvesaare poolsaarel on park , üle järve vaadates paistab vastla kuklit meenutav Meegumägi , nõlvadel karjamaa ja pealael väike metsatukk.","{'start': 0, 'end': 21, 'text': 'Järvesaare poolsaarel', 'labels': ['LOC']}"
55,"Peamine nõukogude biopolügoon asus keset Araali järve , Vozrozhdenie ehk Uuestisünni saarel .","{'start': 73, 'end': 91, 'text': 'Uuestisünni saarel', 'labels': ['LOC']}"
56,Ponnistused piiri Luuga jõeni või veel kaugemale itta nihutada lõppesid 14. sajandi algul kodusõja ja interreegnumi tõttu Taanis : sealt ei olnud enam võimalik venelastevastaseks sõjakäiguks toetust saada .,"{'start': 18, 'end': 29, 'text': 'Luuga jõeni', 'labels': ['LOC']}"
57,"Kui Vesiloo ekspeditsioon Kuusnõmme poolsaare tipus soojast autost välja astus ja Kihelkonna lahte katvat vettinud tumedat jääd nägi , ei tekkinud esialgu kellelgi isu selle tugevust proovima minna .","{'start': 82, 'end': 98, 'text': 'Kihelkonna lahte', 'labels': ['LOC']}"
58,"Isiklikult eelistaksin jääda pigem Soome lahe kaldale , sest arvan , et “ jaa ” oleks liiga kallis hind välisreisi eest .","{'start': 35, 'end': 45, 'text': 'Soome lahe', 'labels': ['LOC']}"
59,"Ruhnu majakas asuvas Ruhnu kordonis on radar , millel on näha objektide liikumine territoriaalvetes ning samuti Läti territoriaalvetes ümber Kolka neeme Riia suunas sõitvad laevad .","{'start': 141, 'end': 152, 'text': 'Kolka neeme', 'labels': ['LOC']}"
60,"Tammi purunemine on õnnelik õnnetus ka seetõttu , et Elva jõe kaldad ei aja vaatamata kõrgele veetasemele vett üle .","{'start': 53, 'end': 61, 'text': 'Elva jõe', 'labels': ['LOC']}"
61,"Tamula järve rannal tõusis vesi sedavõrd , et vaid veest väljasirutuvad laste kiiged ja pingid andsid tunnistust sellest , et tegu on rannaga .","{'start': 0, 'end': 12, 'text': 'Tamula järve', 'labels': ['LOC']}"
62,Tallinnas Kopli poolsaarel Paljassaare lahe kaldal asuv elamupiirkond on tuntuks saanud Kopli liinide ehk puubarakke täis tänavatega .,"{'start': 27, 'end': 43, 'text': 'Paljassaare lahe', 'labels': ['LOC']}"
63,"Teise eelnõu järgi võib OÜ Kodreste projekteerida taluhoonestus ranna ja kalda kaitse seaduses ning Otepää looduspargi kaitse-eeskirjas sätestatud ehituskeeluvööndist väljapoole , s.o mitte Pühajärve randa , vaid üles Kiigemäele .","{'start': 190, 'end': 205, 'text': 'Pühajärve randa', 'labels': ['LOC']}"
64,"Viimsi vallavolikogu esimees Aado Vahtra ütles , et kinnistu müügi ettevalmistamiseks loodud komisjon otsustas teha volikogule ettepaneku müüa Rohuneeme poolsaare tipp president Lennart Merile .","{'start': 143, 'end': 162, 'text': 'Rohuneeme poolsaare', 'labels': ['LOC']}"
65,"Maailma kauneimaks peetud ballisaalis levitasid uimastavat aroomi Madeira saarelt toodud tuhanded orhideed ning külaliste pokaalides sädeles vein , mida lahked portugallased olid ooperimajja toimetanud kokku 400 liitrit .","{'start': 66, 'end': 81, 'text': 'Madeira saarelt', 'labels': ['LOC']}"
66,Tihu järvedele olevat nime andnud keegi venelasest kalamees .,"{'start': 0, 'end': 14, 'text': 'Tihu järvedele', 'labels': ['LOC']}"
67,"Kaimani saarte ametnikud koguni süüdistavad FATFi , et see on ignoreerinud küllakutseid rahapesu uurimiseks .","{'start': 0, 'end': 14, 'text': 'Kaimani saarte', 'labels': ['LOC']}"
68,"Viljandi prefektuuri pressi-esindaja teatel pole veel kindel , kas tegemist on samade huligaanidega , kes ka varem on Paala ja Valuoja järve tammi lõhkunud .","{'start': 127, 'end': 140, 'text': 'Valuoja järve', 'labels': ['LOC']}"
69,16. märts aga tähistab leegioni 15. ja 19. diviisi aasta hilisemat võidukat lahingut Vene vägedega Velikaja jõel .,"{'start': 99, 'end': 112, 'text': 'Velikaja jõel', 'labels': ['LOC']}"
70,"“ Et 1997 . aasta Venemaa kriis tühjendas enamiku filmilevitajate pangakontod , siis arveldavad need firmad tõesti näiteks Kaimani saarte kaudu .","{'start': 123, 'end': 137, 'text': 'Kaimani saarte', 'labels': ['LOC']}"
71,Tiitel  Vulkaanilise Madeira saarestiku peasaar .,"{'start': 21, 'end': 39, 'text': 'Madeira saarestiku', 'labels': ['LOC']}"
72,"Kui reisilised kutsest keeldusid , et endale igaks juhuks kõigepealt majutuskoht leida , aitasid kohalikud kohe organiseerida peatuskoha Musta mere kaldal .","{'start': 137, 'end': 147, 'text': 'Musta mere', 'labels': ['LOC']}"
73,"Sadamat laiendatakse otse rahvusvahelise tähtsusega muinsuskaitseobjekti ja linna arengukavas olulise rahva puhkepargi , Peetri merekindluse ehk Muula mägede ja sadama vahel .","{'start': 145, 'end': 157, 'text': 'Muula mägede', 'labels': ['LOC']}"
74,Samal ajal püügivõistlusega toimub Pühajärve rannas tasuta rannapidu .,"{'start': 35, 'end': 51, 'text': 'Pühajärve rannas', 'labels': ['LOC']}"
75,"Vene rahuvalvajad Inguri jõe kallastel ( Inguri parem kallas kuulub Abhaasia Gali rajooni , vasak kallas aga Gruusia Zugdidi rajooni ) on tõesti suutnud avalikku konflikti vältida .","{'start': 18, 'end': 28, 'text': 'Inguri jõe', 'labels': ['LOC']}"
76,"“ Vaikse ookeani saared Tahiti ja Tonga on muidugi ahvatlevad , ” tõdes Gled-Airiin Saarso .","{'start': 2, 'end': 16, 'text': 'Vaikse ookeani', 'labels': ['LOC']}"
77,"Lääne teedevalitsus pindab tänavu 13,5 kilomeetrit teed ja remondib väikese Inka jõe silla .","{'start': 76, 'end': 84, 'text': 'Inka jõe', 'labels': ['LOC']}"
78,"Majad Tagalahe kaldal müüakse vallasasjadena , krundi peab uus omanik erastama .","{'start': 6, 'end': 21, 'text': 'Tagalahe kaldal', 'labels': ['LOC']}"
79,"Neid , kes oma halbu elukombeid kahetsesid , ristis ta meeleparanduseks Jor-dani jões .","{'start': 72, 'end': 85, 'text': 'Jor-dani jões', 'labels': ['LOC']}"
80,Nõva vallavolikogu algatas detailplaneeringu Tusari külas Nõva jõe ääres asuvail Jõemäe ja Jõesmäe kinnistuil .,"{'start': 58, 'end': 66, 'text': 'Nõva jõe', 'labels': ['LOC']}"
81,"See alles ehitusjärgus olev projekt on suur kuppel Greenwichis , Thamesi jõe kaldal , mis neelab suuri rahasummasid ning mille vajalikkuses ikka ja jälle kaheldakse .","{'start': 65, 'end': 76, 'text': 'Thamesi jõe', 'labels': ['LOC']}"
82,"KOMISJONI MÄÄRUS ( EÜ ) nr 3404/93 nõukogu määruse ( EMÜ ) 2019/93 , millega kehtestatakse erimeetmed väiksemate Egeuse mere saarte suhtes , rakenduseeskirjade kohta inimtoiduks mõeldud ning seemnekartuli kasvatamise osas 10. detsember 1993","{'start': 113, 'end': 124, 'text': 'Egeuse mere', 'labels': ['LOC']}"
83,27aastane rammumees püstitas uue rekordi Thbilisis Kura jõe kaldal pöidlahoidjate ja ajakirjanike juuresolekul .,"{'start': 51, 'end': 59, 'text': 'Kura jõe', 'labels': ['LOC']}"
84,"Teele jäävad : Ohepalu , Ohepalu Suurjärv , Ohepalu raba , Ohepalu","{'start': 44, 'end': 56, 'text': 'Ohepalu raba', 'labels': ['LOC']}"
