id,text,span
30,""" Kas mure oma maa ja rahva pärast või hoopis see , et ajakirjandus oli söandanud tungida Lennart Meri oma maale Viimsi poolsaare tipus ning juhtida tähelepanu hämaratele asjaoludele tema maja ehituse ümber ? ""","{'start': 113, 'end': 129, 'text': 'Viimsi poolsaare', 'labels': ['LOC']}"
31,"Saare sõnul tõi kuum ja päikeseline nädalavahetus Pärnu rannale nii palju rahvast , et liiva polnud päevitajate alt enam üldse näha .","{'start': 50, 'end': 63, 'text': 'Pärnu rannale', 'labels': ['LOC']}"
32,"Et kliima ebastabiilsus hakkab suuresti mõjutama just põhja-lõuna suunas välja venitatud Ameerika kontinente , siis pole ime , et just USA teadlased nõuavad kliima stabiliseerimist , arvab Homjakov .","{'start': 89, 'end': 108, 'text': 'Ameerika kontinente', 'labels': ['LOC']}"
33,Salomoni saarte televisioon loodi 1992. aastal .,"{'start': 0, 'end': 15, 'text': 'Salomoni saarte', 'labels': ['LOC']}"
34,"Vaid läbi linna lookleva Seine i jõe tase on erakordselt kõrge ning keskealiste armastajate meelispaik , Citè saare tipus asuv park Pont Neufi silla juures on lootusetult vee alla kadunud .","{'start': 105, 'end': 115, 'text': 'Citè saare', 'labels': ['LOC']}"
35,"Pärnumaa päästeenistuse päästekorraldaja Ülo Saare sõnul on Pärnumaal pidev valve ainult Pärnu rannas , maakohtades valvet ei ole .","{'start': 89, 'end': 101, 'text': 'Pärnu rannas', 'labels': ['LOC']}"
36,"Sellised eliitasjad võiks jääda Tamula järve kontserdile , sest laulupidu on ikka traditsioonidega ja olgu selline .","{'start': 32, 'end': 44, 'text': 'Tamula järve', 'labels': ['LOC']}"
37,"Nädala alguse tormiööl , mis laastas kogu Eestimaad , murdus tugevas tuules pooleks president Lennart Meri Viimsi poolsaare tipus asuva vastvalminud kodu lipuvarras .","{'start': 107, 'end': 123, 'text': 'Viimsi poolsaare', 'labels': ['LOC']}"
38,Habibie on pärit väiksemalt Sulawesi saarelt .,"{'start': 28, 'end': 44, 'text': 'Sulawesi saarelt', 'labels': ['LOC']}"
39,"Isegi kui me saame selle pataljoniga hakkama , formeerime ja varustame selle Eestis , siis kindlasti ei ole meil seda raha , et muretseda transpordilennuvägi või -laevastik , mis viib selle kusagile Aadria mere kallastele .","{'start': 199, 'end': 210, 'text': 'Aadria mere', 'labels': ['LOC']}"
40,"Briti päästeallveelaev LR 5 lennutati Norrasse , seal pandi ta Trondheimi sadamas erilaeva pardale ja algas sõit Barentsi merele .","{'start': 113, 'end': 128, 'text': 'Barentsi merele', 'labels': ['LOC']}"
41,"Nii Washington kui ka Tokyo on veendunud , et USA armee sedavõrd massiivne kohalolek on vajalik Aasia-Vaikse ookeani piirkonna julgeoleku tagamiseks .","{'start': 96, 'end': 116, 'text': 'Aasia-Vaikse ookeani', 'labels': ['LOC']}"
42,"Veetase Tamula järves on Eesti Vetelpäästeühingu andmeil 1,8 meetrit .","{'start': 8, 'end': 21, 'text': 'Tamula järves', 'labels': ['LOC']}"
43,"Tegemist on Vene Põhjalaevastiku tuumaallveelaevaga Kursk , mis 107 mehega pardal vajus 180 km Murmanskist kirdes Barentsi mere põhja õppuste käigus .","{'start': 114, 'end': 127, 'text': 'Barentsi mere', 'labels': ['LOC']}"
44,"Juuniks peaks Võrus Tamula järve ääres valmima 50-kohaline hotell , mis ehitatakse praegusest Võru rannahoonest , kus asub ka vetelpäästejaam .","{'start': 20, 'end': 32, 'text': 'Tamula järve', 'labels': ['LOC']}"
45,Tuumaallveelaev Kursk läks avarii tagajärjel Barentsi mere põhja 12. augustil .,"{'start': 45, 'end': 58, 'text': 'Barentsi mere', 'labels': ['LOC']}"
46,"Ungari võimud on andnud 4000 inimesele korralduse evakueeruda üleujutatud Tisza jõe kallastelt , sest veetulvad ähvardavad purustada kaitsetammid .","{'start': 74, 'end': 83, 'text': 'Tisza jõe', 'labels': ['LOC']}"
47,2002. aasta jalgpalli MM-i Kesk-Ameerika ja Kariibi mere tsooni valikturniiril alistas Haiiti kodus Dominica 4 : 0.,"{'start': 44, 'end': 56, 'text': 'Kariibi mere', 'labels': ['LOC']}"
48,"Üheks suuremaks takistuseks on seni olnud Suurbritanniat tabanud gripilaine ning näiteks neli perekonda on veetnud Taransay saarelt eemal rohkem kui nad seal on viibinud , seda peamiselt grippi haigestumise tõttu .","{'start': 115, 'end': 131, 'text': 'Taransay saarelt', 'labels': ['LOC']}"
49,"Kuna piiririkkumine Pärnu lahe jääsupis oleks ilmvõimatu vägitükk , siis hoiavad piirivalvurid igaks juhuks silma peal kollaste jopedega mereloomadel .","{'start': 20, 'end': 30, 'text': 'Pärnu lahe', 'labels': ['LOC']}"
50,""" Olime teisipäeval Tartus hirmus , et meil võib meestest 2. poolajal puudu jääda , "" rääkis kohtumisest Deltaga Nybiti treener Priit Teniste , kes eile Kanaari saartele puhkama siirdunud Tiit Sokka asendas .","{'start': 153, 'end': 169, 'text': 'Kanaari saartele', 'labels': ['LOC']}"
51,"Allveeklubi Triiton liikmed hakkavad alates juunist Viljandis Paala järve ääres nädalavahetustel vetelpäästevalvet pidama ja esmaabi andma , kirjutab Viljandi "" Sakala "" .","{'start': 62, 'end': 73, 'text': 'Paala järve', 'labels': ['LOC']}"
52,Esimene rannaprügiohver sai kannatada eile pärastlõunal Tartus Anne kanali ääres .,"{'start': 63, 'end': 74, 'text': 'Anne kanali', 'labels': ['LOC']}"
53,"Soome laht on üks Euroopa aeglasemalt vahetuva veega veekogusid , ja vesi ringleb siin vastupäeva .","{'start': 0, 'end': 10, 'text': 'Soome laht', 'labels': ['LOC']}"
54,"Kapten Konga sattus merehätta möödunud esmaspäeva hommikul Riia lahes , kui alus hakkas lekkima ja kaldus 40-kraadisesse kreeni .","{'start': 59, 'end': 69, 'text': 'Riia lahes', 'labels': ['LOC']}"
55,"Istusin televiisori ees , jalas trussikud tulikirjaga 00.00 ja oigasin masendusest - Harju mäel promeneerisid mingisugused iidamast-aadamast pärit moeignorandid , ilma igasuguse meigita , pealaest jalatallani kinni kaetud nagu keskaegsed pühakujud !","{'start': 85, 'end': 95, 'text': 'Harju mäel', 'labels': ['LOC']}"
56,"Aegna saar on paraku üks neist vähestest näidetest , mil siseturist ei tohi internetti usaldada : seal laia kaarega välja kuulutatud igapäevane laevaliiklus on selleks aastaks möödanik .","{'start': 0, 'end': 10, 'text': 'Aegna saar', 'labels': ['LOC']}"
57,Malaisias asuva Sipadani saarelt 21 inimest röövinud separatistid nõuavad pantvangide eest 10 miljonit Malaisia ringgitit ( üle 43 miljoni Eesti krooni ) lunaraha .,"{'start': 16, 'end': 32, 'text': 'Sipadani saarelt', 'labels': ['LOC']}"
58,"Laupäeval saab Tallinna lahel teoks Eesti Mereakadeemia korraldatav teine regatt "" Tormilind Cup "" , millel osalevad jahid vähemalt kolmes kategoorias .","{'start': 15, 'end': 29, 'text': 'Tallinna lahel', 'labels': ['LOC']}"
59,Rootsis Mälari kaldal asuvas legendaarses Steninge lossis käib palju külastajaid .,"{'start': 8, 'end': 21, 'text': 'Mälari kaldal', 'labels': ['LOC']}"
60,Kolmteist 60-69-aastast meest võistlevad tänavu suvel vanima Džomolungma mäele roninud inimese aule .,"{'start': 61, 'end': 78, 'text': 'Džomolungma mäele', 'labels': ['LOC']}"
61,Harku järve ranna õigus-järgse omaniku Tallinna halduskohtu esimehe Tiiu Jervani sõnul ei kavatse keegi kuuest pärijast linlastelt randa ära võtta .,"{'start': 0, 'end': 11, 'text': 'Harku järve', 'labels': ['LOC']}"
62,Hoorni neeme läbimise järel peatub Lennuk aprillis Tšiili sadamalinnas Valparaisos ning võtab seejärel kursi Vaikse ookeani saartele .,"{'start': 0, 'end': 12, 'text': 'Hoorni neeme', 'labels': ['LOC']}"
63,"Barentsi meres põhja vajunud tuumaallveelaeva Kursk meeskond ei anna enam elumärki , tunnistas BNS-i teatel Vene asepeaminister Ilja Klebanovi kolmapäeval .","{'start': 0, 'end': 14, 'text': 'Barentsi meres', 'labels': ['LOC']}"
64,"Iisraeli sõdurid tapsid esmaspäeval Jordani jõe läänekaldal palestiinlase , hommikul suri varasemas kokkupõrkes saadud haavadesse 13-aastane araabia poiss .","{'start': 36, 'end': 47, 'text': 'Jordani jõe', 'labels': ['LOC']}"
65,Sevastoopolit joogiveega varustava Tšernoretšenski veehoidla varud on peaaegu ammendatud .,"{'start': 35, 'end': 60, 'text': 'Tšernoretšenski veehoidla', 'labels': ['LOC']}"
66,"Bangladeshi idaosas Meghna jões läks esmaspäeval tormiga põhja kaks parvlaeva , uppus vähemalt 82 inimest ja umbes 70 inimest jäi kadunuks .","{'start': 20, 'end': 31, 'text': 'Meghna jões', 'labels': ['LOC']}"
67,"See annaks meile võimaluse end proovida tingimustes , mis purjetajaid tõenäoliselt Sydney lahel ees ootavad , "" lootis Toomas Tõniste .","{'start': 83, 'end': 95, 'text': 'Sydney lahel', 'labels': ['LOC']}"
68,Pärast sünnipäeva tuuritas Lennuki seltskond Tonga saarel ringi üüritud mikrobussiga .,"{'start': 45, 'end': 57, 'text': 'Tonga saarel', 'labels': ['LOC']}"
69,"Ta peatus LAV-i tipus Kaplinnas kohas , kus kohtuvad India ja Atlandi ookean .","{'start': 62, 'end': 76, 'text': 'Atlandi ookean', 'labels': ['LOC']}"
70,"Piirivalvekaatri PVK-003 meeskond avastas Kakumäe neeme tipust umbes kilomeetri kaugusel loodes puitkerega väiketraalerid Viki ja Siig-1 , mis olid kalda lähedal kividele kinni jäänud .","{'start': 42, 'end': 55, 'text': 'Kakumäe neeme', 'labels': ['LOC']}"
71,Agentuuri PRIME-TASS teatel osaleb Leningradi oblastisse Jermilovskaja lahte uue vedelgaasiterminaali ehitamises Belgia Tractebel .,"{'start': 57, 'end': 76, 'text': 'Jermilovskaja lahte', 'labels': ['LOC']}"
72,"Hävimisohus puukiriku Tõstamaa vallas Seli mäel raiusid külaelanikud võsast välja kaks aastat tagasi , vallavalitsuse rahaga uuendati mullu torn ja väliseestlaste kogutust saab nüüd kirik uue katuse , kirjutab tänane Pärnu Postimees .","{'start': 38, 'end': 47, 'text': 'Seli mäel', 'labels': ['LOC']}"
73,Kohaliku looduskaitsekomitee teatel saabus kolmapäeval Petropavslovsk-Kamtšatski randa terve karupere .,"{'start': 55, 'end': 86, 'text': 'Petropavslovsk-Kamtšatski randa', 'labels': ['LOC']}"
74,"Filipiinidel Jolo saarel röövisid neli relvastatud meest eile Saksa ajakirja Der Spiegel ajakirjaniku , kes oli saarel otsimas kontakti juba aprillis pantvangistatud läänemaiste turistide ja nende röövijatega .","{'start': 13, 'end': 24, 'text': 'Jolo saarel', 'labels': ['LOC']}"
75,"Eesti siseveekogudest püütakse olenevalt aastast ligikaudu 3000-5000 tonni kala , sellest Peipsi järvest 2900 tonni .","{'start': 90, 'end': 104, 'text': 'Peipsi järvest', 'labels': ['LOC']}"
76,"See on umbes 100 kilomeetrit Rootsi rannikust , 40 kilomeetrit Soome Utö saarest ja 50 kilomeetrit Eesti Hiiumaast .","{'start': 69, 'end': 80, 'text': 'Utö saarest', 'labels': ['LOC']}"
77,"Eile hommikul Tallinna lahel lajatanud kahuripaukudega ei üritanud Eesti pisikesed patrull-laevad Soome mereväe lipulaeva eemale peletada , vaid tervitasid Eestisse riigivisiidile jõudnud Soome presidenti Tarja Haloneni .","{'start': 14, 'end': 28, 'text': 'Tallinna lahel', 'labels': ['LOC']}"
78,Narva veehoidlal patrulliv piirivalvur võib tänagi paadiga takerduda uputatud surnuaia ristidesse .,"{'start': 0, 'end': 16, 'text': 'Narva veehoidlal', 'labels': ['LOC']}"
79,Haugi ja ahvenaid on ta aga ise püüdnud - maja taga voolavast Pirita jõest .,"{'start': 62, 'end': 74, 'text': 'Pirita jõest', 'labels': ['LOC']}"
80,Hansapidustuste avapäeva lõpetab tund enne südaööd Ugala tiigil algav veemuusika .,"{'start': 51, 'end': 63, 'text': 'Ugala tiigil', 'labels': ['LOC']}"
81,"Kui Caldey saare mungakloostrisse jõule veetma tulnud mees nina täis tõmbas ja öö läbi räuskas , tuli munkadel hommikuni ärkvel istuda , sest vaikimistõotuse tõttu ei saanud nad laamendajat korrale kutsuda .","{'start': 4, 'end': 16, 'text': 'Caldey saare', 'labels': ['LOC']}"
82,"Linnapead teeb murelikuks eeskätt see , et Võhandu jõge pole viimasel ajal süvendatud .","{'start': 43, 'end': 55, 'text': 'Võhandu jõge', 'labels': ['LOC']}"
83,Lisaks sellele olevat üks vene allveelaev fikseerinud avariipäeval Barentsi meres veel ühe plahvatuse .,"{'start': 67, 'end': 81, 'text': 'Barentsi meres', 'labels': ['LOC']}"
84,Nõukogude ajal jäi Eesti tippmargiks Kommunismi mäetipp ( 7495 meetrit ) Pamiiri mäestikus Tadžikistanis .,"{'start': 73, 'end': 90, 'text': 'Pamiiri mäestikus', 'labels': ['LOC']}"
85,"Sama kinnitas ka lennufirma Copterline Eesti juhataja Tõnis Lepp , kes sai neljapäeval Viimsi poolsaare kohta kehtestatud korrast teada juhuslikult oma firma helikopteri juhilt .","{'start': 87, 'end': 103, 'text': 'Viimsi poolsaare', 'labels': ['LOC']}"
86,"Soojad merehoovused tõid suvel haruldusena Karala randa ka troopilise mõõkkala , millest kohalikud elanikud tegid topise .","{'start': 43, 'end': 55, 'text': 'Karala randa', 'labels': ['LOC']}"
87,"Algselt võimaldati loomapasse 22 Euroopa riigile , nüüd liituvad veel Ascensioni saar , Austraalia , Barbados , Bermuda , Küpros , Falklandi saared , Hawaii , Jaapan , Malta , Montserrat , Uus- Kaledonia , Uus-Meremaa , St Helena , Singapur ja Vanuatu .","{'start': 70, 'end': 85, 'text': 'Ascensioni saar', 'labels': ['LOC']}"
88,Filipiinidele kuuluval Jolo saarel sisside pantvangiks olev ameeriklane kutsus riigi juhtkonda lõpetama sõjalised aktsioonid sissirühmituse Abu Sayyaf vastu .,"{'start': 23, 'end': 34, 'text': 'Jolo saarel', 'labels': ['LOC']}"
89,""" Lapsed said enda vaba linna Schnelli tiigi äärest Hirveparki , sealt Falgi õue ja Rahvusraamatukogu amfiteatrini ning Rüütli tänaval tegutseb muinasjutuõu .","{'start': 30, 'end': 44, 'text': 'Schnelli tiigi', 'labels': ['LOC']}"
90,"Senine raskeim karpkala ( 12,5 kilo ) püüti sikutiga tänavu jaanuaris Kasari jõest .","{'start': 70, 'end': 82, 'text': 'Kasari jõest', 'labels': ['LOC']}"
91,"Tõestades , et teispool Soome lahte on sirgumas uus põlvkond noori ja andekaid jazzmuusikuid .","{'start': 24, 'end': 35, 'text': 'Soome lahte', 'labels': ['LOC']}"
92,"Neli tsiviilelanikku sai surma lahingutes Lõuna-Filipiinidel Jolo saarel , kus valitsusväed kolm päeva tagasi alustasid rünnakut 19 inimest pantvangis hoidvatele islamisissidele .","{'start': 61, 'end': 72, 'text': 'Jolo saarel', 'labels': ['LOC']}"
93,Kanada kompaniile Boliden Apirsa kuuluva kaevanduse jäätmehoidla sein purunes 50 meetri ulatuses ning saasteveed suundusid parki läbiva Guadiamari jõe poole .,"{'start': 136, 'end': 150, 'text': 'Guadiamari jõe', 'labels': ['LOC']}"
94,"Keset Liivi lahte asuva Ruhnu saare politseikonstaablina töötab Kuressaare linna ümbritseva Kaarma valla konstaabel , kes pole ise seni saarele jalga tõstnud .","{'start': 24, 'end': 35, 'text': 'Ruhnu saare', 'labels': ['LOC']}"
95,Esimesel jõuluõhtul põles Keibu rannas asuv suvekodu omaniku enda silme all maani maha .,"{'start': 26, 'end': 38, 'text': 'Keibu rannas', 'labels': ['LOC']}"
96,"Fatahi üks liidritest , Hussein Abayad hukkus eile Jordani jõe läänekaldal Beit Sahuri külas , kui Iisraeli lahinghelikopter tulistas raketiga pakiautot .","{'start': 51, 'end': 62, 'text': 'Jordani jõe', 'labels': ['LOC']}"
97,"Kes uisutamisest ja ringrajasõidust suurt ei hooli , võib suusatraktoriga maha märgitud klassikalisel suusateel ette võtta pika tiiru Sütiste parkmetsast Tähetorni parki ja sealt edasi Harku rabasse .","{'start': 185, 'end': 198, 'text': 'Harku rabasse', 'labels': ['LOC']}"
98,""" See on kui sääsemustus Soome lahes , "" nentis ta .","{'start': 25, 'end': 36, 'text': 'Soome lahes', 'labels': ['LOC']}"
99,1989. aastal loodud APEC on Aasia ja Vaikse ookeani regiooni üks tähtsamaid majanduskoostöö organeid .,"{'start': 37, 'end': 51, 'text': 'Vaikse ookeani', 'labels': ['LOC']}"
100,Koos rattaomanikest sõpradega on ta harva ette võtnud ka veidi pikemaid sõite Viljandi järve tagumisele kaldale .,"{'start': 78, 'end': 92, 'text': 'Viljandi järve', 'labels': ['LOC']}"
101,"Tundus juba , et emakeelset haridust hakkavad andma haritud pedagoogid , kuid 1934. aastal otsustas Läti suunata kolm lõpetanut riigi peale laiali , mitte aga Liivi randa .","{'start': 159, 'end': 170, 'text': 'Liivi randa', 'labels': ['LOC']}"
102,Emmaste vallas Sõru rannas oli suvelõpupidu koos Rock Hotelliga ning samas ka suur muinastuli .,"{'start': 15, 'end': 26, 'text': 'Sõru rannas', 'labels': ['LOC']}"
103,Balti elektrijaam sai reedel Narva keskkonnatalituselt loa jätkata tuhahoidla leeliselise vee Narva veehoidlasse pumpamist .,"{'start': 94, 'end': 112, 'text': 'Narva veehoidlasse', 'labels': ['LOC']}"
104,"Daiwa pank andis Hoiupanga juhtidest moodustatud aktsiaseltsile möödunud sügisel laenu , et too saaks välja osta läbikukkumise ohus oleva aktsiaemissiooni .","{'start': 0, 'end': 10, 'text': 'Daiwa pank', 'labels': ['LOC']}"
105,"Hoiupanga juhtkonna tehingud Daiwa pangaga näitavad , et ka soliidseiks ja usaldusväärseiks reklaamitud pangad teevad tegusid , mis pole ei soliidsed ega usaldusväärsed .","{'start': 29, 'end': 42, 'text': 'Daiwa pangaga', 'labels': ['LOC']}"
106,"Pühapäeva öösel ründas 25 piraati India ookeanil Sumatra saarest põhja pool Leedu laeva Algirdas , alles hiljuti langes röövkallaletungi ohvriks ka Eesti laev .","{'start': 34, 'end': 48, 'text': 'India ookeanil', 'labels': ['LOC']}"
107,"Madalam vesi oli vetikaid paksult täis , "" kinnitas Aa ranna vetelpäästja Sergei .","{'start': 52, 'end': 60, 'text': 'Aa ranna', 'labels': ['LOC']}"
108,""" Fääri saartel oli kirikus täissuuruses aerupaat , millega preester käis Taanist teenistust pidamas . ""","{'start': 2, 'end': 15, 'text': 'Fääri saartel', 'labels': ['LOC']}"
109,Soome lahe olukorra uurija Juha Sarkkula sõnul vohasid möödunud aastal sinivetikad rohkelt kogu Soome lahel .,"{'start': 0, 'end': 10, 'text': 'Soome lahe', 'labels': ['LOC']}"
110,"Air Livoniast öeldi Raadio Pärnule , et kuna Pärnu laht on jääst juba ammu vaba , lõpetas maavalitsus lendude tellimise .","{'start': 45, 'end': 55, 'text': 'Pärnu laht', 'labels': ['LOC']}"
111,"Kui Oderi jõgi Saksamaa ja Poola piiril kallaste vahelt välja murdis , leidsid uurijad , et põhiliselt surid noorkalad nälga või pühiti merre .","{'start': 4, 'end': 14, 'text': 'Oderi jõgi', 'labels': ['LOC']}"
112,"Pärast arupidamist rahvusliku julgeolekunõuniku ja kaitseministriga , kes mõlemad olid just saabunud ringreisilt Euroopas ja Pärsia lahe ääres , viitas Clinton võimalusele , et USA annab Iraagi pihta õhurünnaku .","{'start': 125, 'end': 136, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
113,"Septembris vähendas Läänemere kalanduskomisjon nii Eesti kui Läti räimepüügi kvooti avameres tuntavalt , siiski lubatakse Liivi lahes , kus räimevaru on märksa paremas seisus , püüda seda koos lätlastega 41 000 tonni .","{'start': 122, 'end': 133, 'text': 'Liivi lahes', 'labels': ['LOC']}"
114,Tartumaal Vara vallas põleb Varnja soo .,"{'start': 28, 'end': 38, 'text': 'Varnja soo', 'labels': ['LOC']}"
115,"Kirdes Võhma raba , põhjas Kõnnu Suursoo , lähemal loodes Laudissalu raba , taamal Koitjärve raba .","{'start': 7, 'end': 17, 'text': 'Võhma raba', 'labels': ['LOC']}"
116,"Tänavu keelati Peipsist , Lämmijärvest ja Pihkva järvest rääbisepüük üldse , mullu ei antud aga püügilimiiti .","{'start': 42, 'end': 56, 'text': 'Pihkva järvest', 'labels': ['LOC']}"
117,Õhusooja oli Pirita rannas 17 kraadi .,"{'start': 13, 'end': 26, 'text': 'Pirita rannas', 'labels': ['LOC']}"
118,Jalgpalli EMi valikturniiril kohtusid Eesti alagrupikaaslased Bosnia ja Hertsegoviina ning Fääri saared .,"{'start': 91, 'end': 103, 'text': 'Fääri saared', 'labels': ['LOC']}"
119,"Välisministeeriumi pressiteates öeldakse , et "" kasutades ära pingelist olukorda Pärsia lahe piirkonnas , on USA järsult suurendanud sõjalist kohalolekut Lõuna-Koreas .","{'start': 81, 'end': 92, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
