id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
43;Train/aja_ee200110_osa_8_ud211.conllu;"1993. aasta lõpus raporteeriski Post XL-i peatsest sulgemisest : "" AS Olümpia direktori Andres Liinati sõnul on nad nõus kaotama klubi käibes ning võitma hotelli prestiizhis .";67;108;AS Olümpia direktori Andres Liinati sõnul;unnatural;"1993. aasta lõpus raporteeriski Post XL-i peatsest sulgemisest : "" on nad nõus kaotama klubi käibes ning võitma hotelli prestiizhis .";100.0;100.0;100.0
46;Train/tea_toohoive.conllu;Tööjõu tootlikkuse arvutamiseks kasutatakse peamiselt näitajat 'lisandväärtus töötunni kohta' .;0;31;Tööjõu tootlikkuse arvutamiseks;unnatural;kasutatakse peamiselt näitajat 'lisandväärtus töötunni kohta' .;28.6;42.9;42.9
48;Train/aja_luup200202_osa_4_ud211.conllu;Veidi enne seda lennutasid venelased ameeriklaste ehmatuseks kosmosesse esimese maavälise satelliidi .;0;15;Veidi enne seda;unnatural;lennutasid venelased ameeriklaste ehmatuseks kosmosesse esimese maavälise satelliidi .;100.0;100.0;100.0
67;Train/tea_toohoive.conllu;Lisaks on tööjõu ja töötundide statistika hästi kättesaadav , samas kui teiste tootmistegurite andmetega võib olla probleeme ( Varblane , 2001 : 2 ) .;0;6;Lisaks;unnatural;on tööjõu ja töötundide statistika hästi kättesaadav , samas kui teiste tootmistegurite andmetega võib olla probleeme ( Varblane , 2001 : 2 ) .;95.8;95.8;100.0
78;Dev/aja_luup200009_ud211.conllu;Kell pool viis hommikul tuli laudas kohal olla .;0;23;Kell pool viis hommikul;unnatural;tuli laudas kohal olla .;40.0;60.0;80.0
88;Train/aja_ee200110_osa_6_ud211.conllu;Mul kukub suu lahti , kui kuulen , et puhkusel tuleb käia oma raha eest , kuna Ukraina lihtsalt ei järgi rahvusvahelisi norme , muuhulgas prii sõitu puhkusele ja tagasi .;0;3;Mul;unnatural;kukub suu lahti , kui kuulen , et puhkusel tuleb käia oma raha eest , kuna Ukraina lihtsalt ei järgi rahvusvahelisi norme , muuhulgas prii sõitu puhkusele ja tagasi .;96.7;96.7;100.0
99;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Aastatel 1965-1971 oli ta seltsi juhataja .;0;18;Aastatel 1965-1971;unnatural;oli ta seltsi juhataja .;100.0;100.0;100.0
100;Train/aja_ee200110_osa_3_ud211.conllu;Lisaks nõuab mees vastavalt Soome seadustele naiselt lapsele elatusraha 500 marka kuus .;0;6;Lisaks;unnatural;nõuab mees vastavalt Soome seadustele naiselt lapsele elatusraha 500 marka kuus .;100.0;100.0;100.0
108;Train/aja_ee200110_osa_4_ud211.conllu;1911. aasta 28. juunil langes Egiptuses Nakhla kivimeteoriit , mille üks kild tappis koera .;0;22;1911. aasta 28. juunil;unnatural;langes Egiptuses Nakhla kivimeteoriit , mille üks kild tappis koera .;100.0;100.0;100.0
131;Train/aja_ee200110_osa_4_ud211.conllu;2000. aasta veebruaris võttis Ameerika Loodusajaloo Muuseum üles kohtuprotsessi indiaanlastega , kes tahavad endale tagasi 15,5 tonni raskust Wilamette'i meteoriiti , väites selle olevat nende kultusobjekti .;0;22;2000. aasta veebruaris;unnatural;võttis Ameerika Loodusajaloo Muuseum üles kohtuprotsessi indiaanlastega , kes tahavad endale tagasi 15,5 tonni raskust Wilamette'i meteoriiti , väites selle olevat nende kultusobjekti .;75.0;87.5;79.2
136;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Mõningatel juhtudel on amüloidoosi raske eristada reumatoidartriidi , Sjögreni sündroomi , anküloseeriva spondüliidi , põletikuliste seedeelundite ( Crohni tõbi ) puhustest kopsumanifestatsioonidest .;0;19;Mõningatel juhtudel;unnatural;on amüloidoosi raske eristada reumatoidartriidi , Sjögreni sündroomi , anküloseeriva spondüliidi , põletikuliste seedeelundite ( Crohni tõbi ) puhustest kopsumanifestatsioonidest .;90.5;90.5;90.5
142;Dev/aja_luup200009_ud211.conllu;Kui Eestis võis aktsiahullust põhjendada oskamatuse ning kapitalismi tõdede õppimisega , siis USAs toimuv meenutab kerkivate panustega pokkerit .;4;10;Eestis;unnatural;Kui võis aktsiahullust põhjendada oskamatuse ning kapitalismi tõdede õppimisega , siis USAs toimuv meenutab kerkivate panustega pokkerit .;77.8;77.8;83.3
147;Train/aja_horisont2000_osa_4_ud211.conllu;Tartus on norskamise ravimiseks välja töötatud uus operatsioonitehnika , millega ei kõrvaldata ühtegi lihast .;0;6;Tartus;unnatural;on norskamise ravimiseks välja töötatud uus operatsioonitehnika , millega ei kõrvaldata ühtegi lihast .;100.0;100.0;100.0
149;Train/aja_horisont2000_osa_4_ud211.conllu;Tartus on norskamise ravimiseks välja töötatud uus operatsioonitehnika , millega ei kõrvaldata ühtegi lihast .;73;80;millega;unnatural;Tartus on norskamise ravimiseks välja töötatud uus operatsioonitehnika , ei kõrvaldata ühtegi lihast .;92.9;92.9;92.9
150;Train/aja_luup200106_osa_2_ud211.conllu;Reeglina on miljonilised korterid kas renoveeritud või ehitatud viimase 6-7 aasta jooksul ja sisaldavad 3-5 tuba .;0;8;Reeglina;unnatural;on miljonilised korterid kas renoveeritud või ehitatud viimase 6-7 aasta jooksul ja sisaldavad 3-5 tuba .;50.0;56.2;56.2
158;Train/aja_pm20000218_osa_5_ud211.conllu;Samal õhtul paneb kaitseväe juhataja kohusetäitja kolonel Märt Tiru Mustpeade majas sõjaliste teenetega vabadusvõitlejatele Kotkaristid rinda .;0;11;Samal õhtul;unnatural;paneb kaitseväe juhataja kohusetäitja kolonel Märt Tiru Mustpeade majas sõjaliste teenetega vabadusvõitlejatele Kotkaristid rinda .;100.0;100.0;100.0
163;Train/aja_luup200106_osa_5_ud211.conllu;Selleks aga tuleb hakata Briti ülikoolides õpetama uute riikide keelt , kirjandust , ajalugu , kultuuri ja ühiskonda .;0;7;Selleks;unnatural;aga tuleb hakata Briti ülikoolides õpetama uute riikide keelt , kirjandust , ajalugu , kultuuri ja ühiskonda .;94.4;100.0;94.4
207;Train/tea_toohoive.conllu;Peale 1995. a. on pikaajalise töötuse osakaal ületanud lühiajalise töötuse osakaalu kogutöötuses .;0;14;Peale 1995. a.;unnatural;on pikaajalise töötuse osakaal ületanud lühiajalise töötuse osakaalu kogutöötuses .;100.0;100.0;100.0
210;Train/ilu_indrikson_ud211.conllu;Tal polnud Saksamaal oma mobiili lihtsalt vaja .;0;3;Tal;unnatural;polnud Saksamaal oma mobiili lihtsalt vaja .;100.0;100.0;100.0
212;Train/tea_AA_05_6_ud211.conllu;Lisaks saadakse selles etapis juba esimesi vihjeid andmete kohta ning moodustatakse väljavõtte , millest võiks hüpoteese genereeruda kõige edukamalt;0;6;Lisaks;unnatural;saadakse selles etapis juba esimesi vihjeid andmete kohta ning moodustatakse väljavõtte , millest võiks hüpoteese genereeruda kõige edukamalt;88.9;94.4;94.4
216;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Põie täitumisel levib impulss detrusor'i pingeretseptoritelt läbi seljaaju ja pons'i ajukoorde - inimene tunnetab vajadust tühjendada põit .;0;15;Põie täitumisel;unnatural;levib impulss detrusor'i pingeretseptoritelt läbi seljaaju ja pons'i ajukoorde - inimene tunnetab vajadust tühjendada põit .;93.8;93.8;93.8
239;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Vaatamata statsionaarsete haigete raskemale kliinilisele algseisundile vähenes neil paravertebraalsete punktide valulikkus tõepäraselt enam võrreldes ambulatoorsete haigetega ja 0,1 usaldusnivool vähenes ka valu lülisamba piirkonnas ( p = 0,054 ) ning pea pööramise piiratus ( p = 0,056 ) .;0;70;Vaatamata statsionaarsete haigete raskemale kliinilisele algseisundile;unnatural;vähenes neil paravertebraalsete punktide valulikkus tõepäraselt enam võrreldes ambulatoorsete haigetega ja 0,1 usaldusnivool vähenes ka valu lülisamba piirkonnas ( p = 0,054 ) ning pea pööramise piiratus ( p = 0,056 ) .;78.8;90.9;87.9
268;Train/aja_luup200106_osa_5_ud211.conllu;1553. aastal olid Inglise kaupmehed avastanud võimaluse , et Venemaale saab sõita ka Põhja-Jäämere ja Valge mere kaudu .;0;12;1553. aastal;unnatural;olid Inglise kaupmehed avastanud võimaluse , et Venemaale saab sõita ka Põhja-Jäämere ja Valge mere kaudu .;100.0;100.0;100.0
277;Train/aja_ee200110_osa_8_ud211.conllu;JALUTUSKäIGUKS ETTEVALMISTAMINE meenutab väga lasteaeda : kasvatajal tuleb hoolealused õueriidesse panna .;58;68;kasvatajal;unnatural;JALUTUSKäIGUKS ETTEVALMISTAMINE meenutab väga lasteaeda : tuleb hoolealused õueriidesse panna .;90.9;90.9;100.0
313;Train/aja_epl20061216_ud211.conllu;"Teisipäeval esietendus Endla teatris Eva kirjutatud lastenäidend "" Sabaga täht "" .";0;11;Teisipäeval;unnatural;"esietendus Endla teatris Eva kirjutatud lastenäidend "" Sabaga täht "" .";90.9;90.9;100.0
335;Train/aja_ee200110_osa_2_ud211.conllu;Selleks , et oleks lootust leida näiteks kasvajate teket taganttõukavaid geenikombinatsioone , peaks miljon Eestimaa inimest nõustuma oma andmed loodavasse andmebaasi loovutama .;0;94;Selleks , et oleks lootust leida näiteks kasvajate teket taganttõukavaid geenikombinatsioone ,;unnatural;peaks miljon Eestimaa inimest nõustuma oma andmed loodavasse andmebaasi loovutama .;100.0;100.0;100.0
352;Train/aja_ee200110_osa_6_ud211.conllu;Pojapoja sõnul on Stepan Bandera kui sümbol , kes võitles nii fashismi kui ka kommunismi vastu .;0;14;Pojapoja sõnul;unnatural;on Stepan Bandera kui sümbol , kes võitles nii fashismi kui ka kommunismi vastu .;100.0;100.0;100.0
360;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Naistel , kellel esineb fragiilne X-kromosoom , täheldatakse sageli munasarjade enneaegse vananemise sündroomi , mille tulemusena saabub ka varane menopaus .;0;47;Naistel , kellel esineb fragiilne X-kromosoom ,;unnatural;täheldatakse sageli munasarjade enneaegse vananemise sündroomi , mille tulemusena saabub ka varane menopaus .;100.0;100.0;100.0
379;Dev/aja_luup200009_ud211.conllu;Lapsepõlves ei meeldinud talle lilligi viia , saati siis võhivõõrale ligi astuda ja juttu puhuma hakata .;0;11;Lapsepõlves;unnatural;ei meeldinud talle lilligi viia , saati siis võhivõõrale ligi astuda ja juttu puhuma hakata .;81.2;87.5;93.8
385;Dev/ilu_orlau_ud211.conllu;Olin mingis avaras hämaras ruumis , millest mu silmad algul midagi ei seletanud , justnagu oleksin äsja heledast päevavalgusest sisse astunud .;36;43;millest;unnatural;Olin mingis avaras hämaras ruumis , mu silmad algul midagi ei seletanud , justnagu oleksin äsja heledast päevavalgusest sisse astunud .;90.5;95.2;95.2
396;Train/aja_luup200202_osa_1_ud211.conllu;Enne minekut hoiatab ta oma leebel moel , et äri ei tohiks haiglas küll ülimaks eesmärgiks saada .;0;12;Enne minekut;unnatural;hoiatab ta oma leebel moel , et äri ei tohiks haiglas küll ülimaks eesmärgiks saada .;100.0;100.0;100.0
399;Train/aja_ee200110_osa_2_ud211.conllu;Neli aastat koolitusfirmas töötanuna oli ta oma ala tunnustatud tegija .;0;36;Neli aastat koolitusfirmas töötanuna;unnatural;oli ta oma ala tunnustatud tegija .;100.0;100.0;100.0
402;Train/aja_pm19980926e_ud211.conllu;Pühamusse sisenedes , näiteks Ayatollah Khomeini mosheetaolisse mausoleumi Teherani külje all , eraldatakse mehed naistest ning kingad tuleb anda numbri vastu iraanlasest garderoobionule .;0;9;Pühamusse;unnatural;sisenedes , näiteks Ayatollah Khomeini mosheetaolisse mausoleumi Teherani külje all , eraldatakse mehed naistest ning kingad tuleb anda numbri vastu iraanlasest garderoobionule .;95.7;100.0;95.7
413;Train/arborest_ud211.conllu;Hoolimata Toompea-poliitikute vastupidistest kinnitustest astus riigikogu presidenti valides kolinal ämbrisse .;0;57;Hoolimata Toompea-poliitikute vastupidistest kinnitustest;unnatural;astus riigikogu presidenti valides kolinal ämbrisse .;85.7;85.7;85.7
417;Train/tea_toohoive.conllu;Aastal 2001 oli selliseid inimesi tööturul 11,2 tuhat .;0;11;Aastal 2001;unnatural;oli selliseid inimesi tööturul 11,2 tuhat .;85.7;100.0;85.7
420;Train/aja_sloleht20071217_ud211.conllu;""" Racegirl 2007 "" finaalüritusest , mis peeti möödunud neljapäeval klubis Hollywood , pidi osa võtma ka kaunitar Laura Kõrgemäe .";0;85;""" Racegirl 2007 "" finaalüritusest , mis peeti möödunud neljapäeval klubis Hollywood ,";unnatural;pidi osa võtma ka kaunitar Laura Kõrgemäe .;87.5;87.5;100.0
429;Dev/aja_luup200009_ud211.conllu;Novembris 1976 kaebasid filmitootjad Walt Disney Productions ja Universal Studios tehnikatootja Sony Corporations'i kohtusse videomaki müümise pärast - seade võimaldas lindistada telesaateid ehk rikkuda autoriõigust .;0;14;Novembris 1976;unnatural;kaebasid filmitootjad Walt Disney Productions ja Universal Studios tehnikatootja Sony Corporations'i kohtusse videomaki müümise pärast - seade võimaldas lindistada telesaateid ehk rikkuda autoriõigust .;100.0;100.0;100.0
433;Train/ilu_maailm_ud211.conllu;Lõpuarvest oli järel viiskümmend rubla , kui Tartusse hääletasin .;0;10;Lõpuarvest;unnatural;oli järel viiskümmend rubla , kui Tartusse hääletasin .;100.0;100.0;100.0
437;Train/ilu_maailm_ud211.conllu;Esimesest detsembrist on haiglakoht vaba .;0;21;Esimesest detsembrist;unnatural;on haiglakoht vaba .;100.0;100.0;100.0
454;Train/aja_pm20001004_osa_3_ud211.conllu;Rattur ei reageerinud ka politsei peatumismärguandele , kuid numbrimärgi järgi saadi kihutajale peagi jälile .;61;78;numbrimärgi järgi;unnatural;Rattur ei reageerinud ka politsei peatumismärguandele , kuid saadi kihutajale peagi jälile .;100.0;100.0;100.0
456;Dev/aja_luup200009_ud211.conllu;Suuremate sissetulekute ja parema eneseteostuse otsinguil võivad uue arengu kasvusektorite ( nt biotehnoloogia ja alternatiivenergeetika ) kohalikud tippspetsialistid vähimagi süümepiinata välismaale kolida .;0;57;Suuremate sissetulekute ja parema eneseteostuse otsinguil;unnatural;võivad uue arengu kasvusektorite ( nt biotehnoloogia ja alternatiivenergeetika ) kohalikud tippspetsialistid vähimagi süümepiinata välismaale kolida .;100.0;100.0;100.0
463;Train/aja_luup200106_osa_4_ud211.conllu;Kuninga toel sai Gregorius jagu ka paganlike preestrite vastuseisust .;0;12;Kuninga toel;unnatural;sai Gregorius jagu ka paganlike preestrite vastuseisust .;100.0;100.0;100.0
476;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Lisaks sellele jõuavad lõpule aina uued ravimiuuringud , mis näitavad , et vaskulaarse , eriti subkortikaalse dementsuse sümptomid alluvad seni kättesaadavatele ravimitele isegi paremini kui Alzheimeri tõvest põhjustatud dementsuse korral .;0;14;Lisaks sellele;unnatural;jõuavad lõpule aina uued ravimiuuringud , mis näitavad , et vaskulaarse , eriti subkortikaalse dementsuse sümptomid alluvad seni kättesaadavatele ravimitele isegi paremini kui Alzheimeri tõvest põhjustatud dementsuse korral .;100.0;100.0;100.0
485;Train/tea_toohoive.conllu;2000. a. oli see 4,1 % , kuid langes 3 %-ni tagasi 2001. a. .;0;8;2000. a.;unnatural;oli see 4,1 % , kuid langes 3 %-ni tagasi 2001. a. .;None;None;None
515;Train/ilu_remsu_ud211.conllu;Eesti keeles ja meeleski on juurdunud , tõsi küll mujalt laenatud , ütlused ja müüdid , mille sisuks on enese vastandamine sellega , mida teati Hiina kohta .;0;24;Eesti keeles ja meeleski;unnatural;on juurdunud , tõsi küll mujalt laenatud , ütlused ja müüdid , mille sisuks on enese vastandamine sellega , mida teati Hiina kohta .;83.3;87.5;91.7
525;Dev/aja_luup200009_ud211.conllu;1950 tulid Eestisse esimesed iseliikuvad kombainid .;0;4;1950;unnatural;tulid Eestisse esimesed iseliikuvad kombainid .;100.0;100.0;100.0
537;Train/tea_geofyysika.conllu;Viimasel ajal on vaatluspunktide töö järjest enam automatiseeritud .;0;13;Viimasel ajal;unnatural;on vaatluspunktide töö järjest enam automatiseeritud .;71.4;100.0;71.4
545;Train/ilu_remsu_ud211.conllu;Teist olen ma näinud Kõzõli linnas Tõvas .;21;40;Kõzõli linnas Tõvas;unnatural;Teist olen ma näinud .;100.0;100.0;100.0
558;Train/aja_luup200202_osa_1_ud211.conllu;Järgmisena pakkus sama kohta minister Laur Karu , ja tervelt kahel korral .;0;10;Järgmisena;unnatural;pakkus sama kohta minister Laur Karu , ja tervelt kahel korral .;100.0;100.0;100.0
565;Train/aja_pm20001004_osa_1_ud211.conllu;"Nüüd on aeg ja võimalus minna , "" ütleb tatari rahvusest julgur , kes viis aastat tagasi Tartu Raekoja kella remontis , nüüd aga soovib inglaste 19. sajandil ehitatud koloniaalraudteel läbi Pakistani mägede sõita .";70;88;viis aastat tagasi;unnatural;"Nüüd on aeg ja võimalus minna , "" ütleb tatari rahvusest julgur , kes Tartu Raekoja kella remontis , nüüd aga soovib inglaste 19. sajandil ehitatud koloniaalraudteel läbi Pakistani mägede sõita .";93.8;93.8;96.9
571;Train/aja_sloleht20071217_ud211.conllu;Temale antud intervjuus ütles Jaak Uudmäe Moskva olümpiavõidu järel skandaalse lause ning veidi hiljem korraldas Karuks eetrikeelu toonud jalgpallimängu .;0;23;Temale antud intervjuus;unnatural;ütles Jaak Uudmäe Moskva olümpiavõidu järel skandaalse lause ning veidi hiljem korraldas Karuks eetrikeelu toonud jalgpallimängu .;100.0;100.0;100.0
576;Train/ilu_kanep_ud211.conllu;Seda kõledam tundus tuulepuhang laastatud kehal .;0;4;Seda;unnatural;kõledam tundus tuulepuhang laastatud kehal .;100.0;100.0;100.0
581;Train/aja_pm20001004_osa_3_ud211.conllu;""" Kahe aasta taguste arvestuste kohaselt oleks kütuseproovide võtmine , nende analüüsimine ja hoidmine koos selle juurde tehtavate teiste kulutustega läinud aastas maksma mitu miljonit krooni , mida meie eelarves aga pole , "" lausus Sirk .";2;40;Kahe aasta taguste arvestuste kohaselt;unnatural;""" oleks kütuseproovide võtmine , nende analüüsimine ja hoidmine koos selle juurde tehtavate teiste kulutustega läinud aastas maksma mitu miljonit krooni , mida meie eelarves aga pole , "" lausus Sirk .";68.8;71.9;81.2
585;Train/aja_pm19980926e_ud211.conllu;Lisaks on üks vutt lennult keedumuna garneeringuks poetanud .;0;6;Lisaks;unnatural;on üks vutt lennult keedumuna garneeringuks poetanud .;75.0;87.5;75.0
591;Train/tea_AA_05_6_ud211.conllu;Võrreldes NOR-tüüpi välkmäludega on NAND-tüüpi mälulülitused märksa kiiremad , neis saab kustutus ja salvestusoperatsioone sooritada lühema ajaga .;79;83;neis;unnatural;Võrreldes NOR-tüüpi välkmäludega on NAND-tüüpi mälulülitused märksa kiiremad , saab kustutus ja salvestusoperatsioone sooritada lühema ajaga .;100.0;100.0;100.0
604;Train/tea_toohoive.conllu;Sellega kaasnes muidugi ka tööhõive kaotus neis sektoreis .;0;7;Sellega;unnatural;kaasnes muidugi ka tööhõive kaotus neis sektoreis .;87.5;87.5;100.0
612;Train/aja_ml200247_osa_8_ud211.conllu;Kadrile oli juba enne Tartu Treffneri gümnaasiumi lõpetamist selge , et pelgalt mõnd teoreetilist laadi eriala õppides poleks see tema rahutule hingele edaspidises elus piisavaid väljakutseid esitanud .;0;7;Kadrile;unnatural;oli juba enne Tartu Treffneri gümnaasiumi lõpetamist selge , et pelgalt mõnd teoreetilist laadi eriala õppides poleks see tema rahutule hingele edaspidises elus piisavaid väljakutseid esitanud .;88.9;88.9;100.0
620;Train/aja_epl20061216_ud211.conllu;Lisaks toidule jättiski unustamatu mulje teenindus - viis meest liikusid pidevalt laudade vahel , pakkudes leiba , vett , küsides soove .;0;14;Lisaks toidule;unnatural;jättiski unustamatu mulje teenindus - viis meest liikusid pidevalt laudade vahel , pakkudes leiba , vett , küsides soove .;100.0;100.0;100.0
631;Train/aja_pm20001004_osa_1_ud211.conllu;Riigi finantseeritavas aidsikabinetis käib vereproovi andmas igal nädalal 20-30 inimest .;0;37;Riigi finantseeritavas aidsikabinetis;unnatural;käib vereproovi andmas igal nädalal 20-30 inimest .;62.5;62.5;75.0
644;Train/aja_ml200247_osa_2_ud211.conllu;Iga natukese aja tagant palub mõni prominentne sakslane vabandust selle eest , mis Molotovi-Ribbentropi pakti pärast aset leidis .;0;23;Iga natukese aja tagant;unnatural;palub mõni prominentne sakslane vabandust selle eest , mis Molotovi-Ribbentropi pakti pärast aset leidis .;100.0;100.0;100.0
661;Train/tea_eesti_arst_2004_osa_2_ud211.conllu;Auskultatsioonil olid inspiiriumis kuuldavad peened räginad vasaku kopsu alaosas .;0;16;Auskultatsioonil;unnatural;olid inspiiriumis kuuldavad peened räginad vasaku kopsu alaosas .;88.9;88.9;88.9
678;Train/aja_epl20061216_ud211.conllu;Sellest hoolimata kulges kährikute päästmine Rikbergi hinnangul sujuvalt .;0;17;Sellest hoolimata;unnatural;kulges kährikute päästmine Rikbergi hinnangul sujuvalt .;100.0;100.0;100.0
680;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Raviasutuste hinnangul kulutaks kontaktivõtmine liiga palju ressursse , kuid ei tohi unustada , et helistamiskulud on suhteliselt väikesed , võrreldes raviteenuse eest saamata jäänud tuluga .;0;22;Raviasutuste hinnangul;unnatural;kulutaks kontaktivõtmine liiga palju ressursse , kuid ei tohi unustada , et helistamiskulud on suhteliselt väikesed , võrreldes raviteenuse eest saamata jäänud tuluga .;95.8;100.0;95.8
689;Train/aja_pm20000218_osa_5_ud211.conllu;Laagris oli väga levinud nii meeste , naiste kui ka laste vägistamine , kinnitas Mussa .;0;7;Laagris;unnatural;oli väga levinud nii meeste , naiste kui ka laste vägistamine , kinnitas Mussa .;80.0;80.0;86.7
690;Train/aja_luup200202_osa_2_ud211.conllu;1997. aastal streikisid kahel korral haridustöötajad ja 2000. aastal meditsiiniõed .;0;12;1997. aastal;unnatural;streikisid kahel korral haridustöötajad ja 2000. aastal meditsiiniõed .;88.9;88.9;100.0
702;Train/aja_horisont2000_osa_1_ud211.conllu;Septembris 1872 toimus Berliinis kolme riigi keisrite esimene kohtumine .;0;15;Septembris 1872;unnatural;toimus Berliinis kolme riigi keisrite esimene kohtumine .;100.0;100.0;100.0
717;Train/aja_ml200247_osa_2_ud211.conllu;EPMÜ teadusprorektori Lembit Nei ( 45 ) ja metsandusteaduskonna dekaani Hardi Tulluse ( 46 ) kõrval pürib rektoritoolile ka mees väljastpoolt - Tartu Ülikooli zooloogia ja hüdrobioloogia instituudi erizooloogia korraline professor Alar Karis ( 44 ) .;0;99;EPMÜ teadusprorektori Lembit Nei ( 45 ) ja metsandusteaduskonna dekaani Hardi Tulluse ( 46 ) kõrval;unnatural;pürib rektoritoolile ka mees väljastpoolt - Tartu Ülikooli zooloogia ja hüdrobioloogia instituudi erizooloogia korraline professor Alar Karis ( 44 ) .;81.0;81.0;100.0
720;Train/aja_pm20001004_osa_3_ud211.conllu;Lisaks on IRIS kutsutud juba rahvusvahelisele konkursile Jerevani .;0;6;Lisaks;unnatural;on IRIS kutsutud juba rahvusvahelisele konkursile Jerevani .;87.5;87.5;87.5
724;Dev/aja_luup200009_ud211.conllu;Pisima valitsuspartei D66 liider Thom de Graaf söandas välja tulla mõttega , et tänapäeva ühiskonna jaoks on kuningannal kanda liiga raske koorem , millest võiks suurema osa laduda valitsuse õlule : “ Pole vaja mingit ilulindu ilupuuris . ”;80;105;tänapäeva ühiskonna jaoks;unnatural;Pisima valitsuspartei D66 liider Thom de Graaf söandas välja tulla mõttega , et on kuningannal kanda liiga raske koorem , millest võiks suurema osa laduda valitsuse õlule : “ Pole vaja mingit ilulindu ilupuuris . ”;94.4;94.4;94.4
