id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
20125;Train/tea_toohoive.conllu;Samas , nagu toonitati näiteks ka 2001. a toimunud ülemaailmsel Tööhõive Foorumi plenaaristungil , kipub just tööhõive jääma vabamajanduse tingimustes adaptatsiooniahela nõrgimaks lüliks ning selle põhjuseks on mitmesugused ühiskondade adaptiivsust takistavad probleemid ( Global Employment Forum , 2001 ) .;0;5;Samas;redundant comma;, nagu toonitati näiteks ka 2001. a toimunud ülemaailmsel Tööhõive Foorumi plenaaristungil , kipub just tööhõive jääma vabamajanduse tingimustes adaptatsiooniahela nõrgimaks lüliks ning selle põhjuseks on mitmesugused ühiskondade adaptiivsust takistavad probleemid ( Global Employment Forum , 2001 ) .;94.9;94.9;100.0
20293;Train/ilu_kivirahk_ud211.conllu;""" Jah , seda ma juba tean ! "" katkestas teda Ott .";2;5;Jah;redundant comma;""" , seda ma juba tean ! "" katkestas teda Ott .";75.0;75.0;83.3
20472;Train/aja_pm20001004_osa_2_ud211.conllu;Seekord õnneks märksa paremini , kümnevõistluses saadi kauaoodatud kuldmedal .;0;30;Seekord õnneks märksa paremini;redundant comma;, kümnevõistluses saadi kauaoodatud kuldmedal .;100.0;100.0;100.0
20479;Train/aja_ee200110_osa_10_ud211.conllu;Tõepoolest , vaid vähesed peale Mick Hucknalli oskavad armastusest laulda nii , nagu see oleks midagi , millega pärast sööki suud loputada .;0;10;Tõepoolest;redundant comma;, vaid vähesed peale Mick Hucknalli oskavad armastusest laulda nii , nagu see oleks midagi , millega pärast sööki suud loputada .;95.5;100.0;95.5
20591;Train/aja_horisont2000_osa_6_ud211.conllu;Parasjagu suured , parasjagu rasked ja … Jah , just sellised nagu geoloogid olid oodanud - kunagises hiidplahvatuses purustatud kristalse aluskorra moondekivimid 1 .;41;44;Jah;redundant comma;Parasjagu suured , parasjagu rasked ja … , just sellised nagu geoloogid olid oodanud - kunagises hiidplahvatuses purustatud kristalse aluskorra moondekivimid 1 .;None;None;None
20657;Train/arborest_ud211.conllu;Muide , viis kuud hiljem George Bushi juurde visiiti kavandades mängis Lennart Arnoldile ninanipsu sellega , et ülemnõukogu presiidiumi esimees ei teadnud täpset päeva , millal välisminister annab talle korralduse lennukisse astuda .;0;5;Muide;redundant comma;, viis kuud hiljem George Bushi juurde visiiti kavandades mängis Lennart Arnoldile ninanipsu sellega , et ülemnõukogu presiidiumi esimees ei teadnud täpset päeva , millal välisminister annab talle korralduse lennukisse astuda .;81.2;87.5;87.5
20825;Train/ilu_kivirahk_ud211.conllu;""" Jah , see oli Kotlil tubli töö ... "" pomises Ernesaks , uurides Petrovi kummuvat vatsa ning libistades sellest käega hellalt üle , nagu proovides kaare tugevust .";2;5;Jah;redundant comma;""" , see oli Kotlil tubli töö ... "" pomises Ernesaks , uurides Petrovi kummuvat vatsa ning libistades sellest käega hellalt üle , nagu proovides kaare tugevust .";89.3;89.3;92.9
20925;Train/aja_luup200202_osa_1_ud211.conllu;Vähe sellest , nelja nädala eest kaotas Ilmoja ootamatult ka Lääne-Tallinna Keskhaigla ravijuhi koha .;0;12;Vähe sellest;redundant comma;, nelja nädala eest kaotas Ilmoja ootamatult ka Lääne-Tallinna Keskhaigla ravijuhi koha .;100.0;100.0;100.0
21101;Train/aja_sloleht20071217_ud211.conllu;Just siis , kui selja taga aasta üks õnnetumaid mänge , kui üle poole meeskonnast kimpus müstilise kõhuviiruse või traumadega , suutsid BC Kalev/Cramo korvpallurid välja võluda hooaja parima võidu Balti liigas .;0;9;Just siis;redundant comma;, kui selja taga aasta üks õnnetumaid mänge , kui üle poole meeskonnast kimpus müstilise kõhuviiruse või traumadega , suutsid BC Kalev/Cramo korvpallurid välja võluda hooaja parima võidu Balti liigas .;67.7;71.0;67.7
21411;Train/aja_ee200110_osa_1_ud211.conllu;Tõesti , kui Laigna oma sugestiivsel häälel müristab , et väljas paistab päike , ja saadab noored koguduseliikmed lausvihma alla jumalat ülistama , siis on küsitav , kas nimetatud inimene naudib oma vaimset võimu , või on ta sisemiselt haige ega tee vahet manipulatsioonidel ja tõel , mida ta sõnades niivõrd kiivalt kaitseb .;0;6;Tõesti;redundant comma;, kui Laigna oma sugestiivsel häälel müristab , et väljas paistab päike , ja saadab noored koguduseliikmed lausvihma alla jumalat ülistama , siis on küsitav , kas nimetatud inimene naudib oma vaimset võimu , või on ta sisemiselt haige ega tee vahet manipulatsioonidel ja tõel , mida ta sõnades niivõrd kiivalt kaitseb .;96.2;96.2;100.0
21421;Train/aja_horisont2000_osa_3_ud211.conllu;Tõepoolest , möödunud suvi kuulub kahesaja aasta esikümnesse , kuid ei muuda midagi 150 aasta statistikas , õigemini muudab väga vähe .;0;10;Tõepoolest;redundant comma;, möödunud suvi kuulub kahesaja aasta esikümnesse , kuid ei muuda midagi 150 aasta statistikas , õigemini muudab väga vähe .;100.0;100.0;100.0
