sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
7082924,156,161,li-ga,nom,"Eile pealelõunal koputati äkki uksele , Pavka lahendas just ristsõnu ja mina tõin talle kabinetist Suure Nõukogude Entsüklopeedia köite , kus sõnad algavad li-ga .",obl,"com,nom,sg"
12736606,0,18,Üheksakümnendatega,nom,Üheksakümnendatega algas allakäigu spiraal .,obl,"nom,prop,sg"
16102716,0,7,Aastaga,nom,Aastaga 1945 alanud perioodi kohta leiab aga arhiivimaterjale piisavalt .,obl,"nom,prop,sg"
21384408,35,41,t2hega,nom,kiti: kas su p2ris nimi algab ka A t2hega,obl,"com,nom,sg"
75913,37,50,Sandbergerile,nom,"Sakslaslikult laitmatute maneeridega Sandbergerile allusid nii SS , SD kui taasloodud Eesti julgeolekupolitsei .",obl,"nom,prop,sg"
513785,72,83,Saidajevile,nom,"Valitsuse tööd koordineerib Hamzat Shidajev , kes operatiivkorras allub Saidajevile .",obl,"nom,prop,sg"
579759,0,7,Holmile,nom,"Holmile allus natuke üle kahe kuu ajateenistuses olnud Druzhinin , kes oli määratud kompanii päevnikuks ning pidi öösel relvi ja kompanii und valvama , kuid valvamise asemel läks Druzhinin hoopis telki magama .",obl,"nom,prop,sg"
601013,0,7,Luksile,nom,"Luksile alluvad kaitseväe orkester , Tallinna garnisoni haigla , kaitseväe keskapteek ning garnisoni arestimaja .",obl,"nom,prop,sg"
1053307,0,7,Luksile,nom,"Luksile alluvad kaitseväe orkester , Tallinna garnisoni haigla , kaitseväe keskapteek ning garnisoni arestimaja .",obl,"nom,prop,sg"
1208923,0,7,Luksile,nom,"Luksile alluvad kaitseväe orkester , Tallinna garnisoni haigla , kaitseväe keskapteek ning garnisoni arestimaja .",obl,"nom,prop,sg"
1300518,0,7,Luksile,nom,"Luksile alluvad kaitseväe orkester , Tallinna garnisoni haigla , kaitseväe keskapteek ning garnisoni arestimaja .",obl,"nom,prop,sg"
1677779,27,38,Mashadovile,nom,"Vastates selle kohta , kas Mashadovile alluvad jõud saavad kontrollida välikomanöre šamil Bassajevit , Hattabi ja Ruslan Gelajevit , ütles Arsanov , et "" sõda tuleb lõpetada mis tahes viisil "" ning igaüks , kes sellele vastu tegutseb , kuulub hävitamisele "" .",obl,"nom,prop,sg"
2438143,0,9,Alatalule,nom,"Alatalule alluvad avalike suhete talitus , milles on kolm , ja välissuhete talitus , kus on kaks inimest .",obl,"nom,prop,sg"
3989499,100,117,Konstantinopolile,nom,"õieti polnudki nad tükk aega ametlikus abielus , sest ema oli kreeka-katolikku õigeusku , mis allus Konstantinopolile .",obl,"nom,prop,sg"
4193766,130,136,Rebole,nom,"Poolteist kilomeetrit eemal Avinurme asula külje all käib samal ajal äge andmine - vastase üksused püüavad üle tee tungida , kuid Rebole alluvad sõdurid hoiavad neid kinni ning viivitavad .",obl,"nom,prop,sg"
5491773,0,7,Luksile,nom,"Luksile allusid kaitseväe orkester , Tallinna garnisoni haigla , kaitseväe keskapteek ning garnisoni arestimaja .",obl,"nom,prop,sg"
7654531,76,87,Korzakovile,nom,"On vihjeid , et Gennadi Zjuganovi ihukaitsjateks olevat mehed , kes allusid Korzakovile .",obl,"nom,prop,sg"
9390846,43,50,Kallole,nom,"Põhjus lihtne - transpordiamet , mis allub Kallole , ei olnud võimeline korraldama normaalset piletimajandust .",obl,"nom,prop,sg"
10247981,0,14,Milutinovicile,nom,Milutinovicile allub otseselt Serbia politsei .,obl,"nom,prop,sg"
14177919,47,56,Märtinile,nom,"Kahjuks ei tee meeskond suurt midagi , et auto Märtinile alluks .",obl,"nom,prop,sg"
18273712,0,9,Nõukogule,nom,"Nõukogule allub ka sisekontrolli osakond , mille põhiülesanne on kontrollida asjaajamist .",obl,"nom,prop,sg"
18877061,40,46,Šerile,nom,Turvalisus- ja integratsiooniamet allub Šerile .,obl,"nom,prop,sg"
1078135,10,16,August,nom,"Alustanud August Lüüsi kõrval , jõuti koos 1969 üllatuslikult üleliidulisel koorikonkursil II kohale .",obl,"nom,prop,sg"
1384192,0,5,Sõitu,nom,"Sõitu Holmenkollenis alustas kõige särtsakamalt Larissa Lazutina , Kaisa Varis jäi 2,2 km kohal maha nelja sekundiga .",obl,"nom,prop,sg"
2254474,0,8,Kinomaja,nom,Kinomaja alustab Eesti filmiajalugu tutvustavat sarja .,obl,"nom,prop,sg"
2315293,0,7,Eeltööd,nom,"Eeltööd Kerliga alustame kohe , juba septembris peaks algama Kerli koostöö maailma tuntuimate produtsentidega , kelle lihvitud ja loodud on paljud tänased suured tähed "" , lisas Laubre .",obl,"nom,prop,sg"
2405641,17,21,Alli,nom,Politsei alustas Alli suhtes valeütluste andmise paragrahvi järgi kriminaalmenetluse ja kohtus süüdi möistmise korral vöib naist ähvardada kuni üheaastane vangistus .,obl,"nom,prop,sg"
2773646,33,38,Villu,nom,Kohtuasja on E-Kumm alustanud ka Villu Vahuri vastu 249 200 krooni nõudes .,obl,"nom,prop,sg"
3154220,0,11,Kõrgushüpet,nom,"Kõrgushüpet 1.56-lt alustanud Kand ületas kõik kõrgused kuni 1.68-ni , 1.71 jäi kolmel korral alistamatuks .",obl,"nom,prop,sg"
3328371,0,14,Kombinatsiooni,nom,"Kombinatsiooni alustas Beckhami sööt karistusalasse Gary Neville'ile , kelle löök läbis puutumatult väravaesise ja jõudis vabaks jäänud Gerrardile .",obl,"nom,prop,sg"
3966679,0,12,Kustutustöid,nom,"Kustutustöid Agusalus alustasid Jalaväe väljaõppekeskuse Üksik-Vahipataljon kaitseväelased 12. juulil , kui kaitsevägi reageeris samal päeval päästeameti esitatud abipalvele .",obl,"nom,pl,prop"
5958095,50,57,Norwood,nom,"Profikarjääri alustas ta 2000. aastal Austraalias Norwood Bearsis , 2002/2003 kuulus ta Belgia klubi Torhouti Oosthouti ridadesse .",obl,"nom,pl,prop"
5959445,104,108,jagu,nom,"Coca-Cola Eesti personalijuhi tööpäev algab isiklikel põhjustel kell üheksa , ülejäänud alustavad tunni jagu varem .",obl,"com,nom,sg"
6377510,93,97,segu,nom,"Autor alustas ise samuti poeedina , kusagil sümbolismi ja akmeismi vahepeal , õigemini nende segu kujul .",obl,"com,nom,sg"
6894658,0,5,Kutse,nom,"Kutse kohaselt on maksuamet alustanud väärteoasja haldus-õigusrikkumiste seadustiku selle lõike tunnustel , mis puudutab arvestuse pidamise nõuete eiramist perioodil 1. jaanuarist 31. oktoobrini 2001 seoses Paltsu firma Pambos Holding avansiaruannetega .",obl,"com,nom,sg"
6939847,0,8,Koduteed,nom,Koduteed Nuustaku suunas alustasime järgmise päeva ennelõunal ning peagi olime kõik tervetena ja uue kogemuse võrra rikkamana Otepääl tagasi .,obl,"nom,prop,sg"
10350633,10,15,Hardi,nom,"Alustasin Hardi Zuppinguga , lõpetasin Robert Lepiksoniga .",obl,"nom,prop,sg"
10383924,117,121,Toni,nom,"Nii sai ka Michael rohkem üks-üks olukordi lahendada , "" sõnas Bullsi tsenter Luc Longley , kes üle pika aja alustas Toni Kukoci asemel algviisikus .",obl,"nom,prop,sg"
11304615,0,7,Nädalat,nom,"Nädalat 189,99 punktilt alustanud TALSE-indeks kukkus teisipäeval 186,43 punktile , kuid tõusis seejärel nii kolmapäeval kui ka neljapäeval pisut ja lõpetas nädala 232,85 punktil .",obl,"nom,prop,sg"
11928259,0,5,Kutse,nom,"Kutse kohaselt on maksuamet alustanud väärteoasja haldus-õigusrikkumiste seadustiku selle lõike tunnustel , mis puudutab arvestuse pidamise nõuete eiramist Paltsi firmas Pambos Holding .",obl,"com,nom,sg"
13692545,44,51,maakera,nom,"Eile hommikul alustas Eesti reisi risti üle maakera , pühapäeval võõrustab maarjamaalasi juba Hiina koondis .",obl,"com,nom,sg"
14738673,13,24,maailmasõda,nom,Alustage III maailmasõda .,obl,"com,nom,sg"
15501501,54,63,Challenge,nom,"Euroopa alaliit CEV otsustas juba enne loosimist , et Challenge Cupilt alustanud meeskonnad , sealhulgas Selver , saavad kolmanda ringi kordusmängu pidada kodusaalis .",obl,"nom,prop,sg"
16969309,22,27,Notre,nom,"Alustage Cité saarelt Notre Dame'i juurest ja kui vähegi aega , käige ära samal saarel asuvas imeilusas kuningliku perekonna endises kabelis Ste Chapelle'is .",obl,"nom,prop,sg"
9587910,0,8,Konserve,nom,"Konserve analüüsinud Tartu tervisekaitsetalitus märkis , et säilivustähtajaks on märgitud 97.10.21 , osal konservipurkidel ka 30.09.1997.",obl,"nom,prop,sg"
153996,0,6,Õnneks,nom,Õnneks andsid küttimine ja kalapüük vaheldusrikast lisa meie söögilauale ning toiduvarud osutusid piisavaks .,obl,"nom,prop,sg"
300224,0,6,Mureks,nom,Mureks ei anna kaasajal põhjust mitte kasvuhooneefekt ise vaid tema võimalik muutumine .,obl,"nom,prop,sg"
516620,0,6,Õnneks,nom,Õnneks on uus kultuuriminister Signe Kivi andnud uhked lubadused tekitada uus ja õiglane ringhäälinguseadus .,obl,"nom,prop,sg"
592428,2,8,Õnneks,nom,""" Õnneks andsid arstid Luhamaale loa Kreekas võistelda , hoop võinuks hullemaidki tagajärgi tuua .",obl,"nom,prop,sg"
1265250,0,6,Õnneks,nom,Õnneks andis ilmataat lund ning rada polnud kergete killast .,obl,"nom,prop,sg"
1500474,0,10,Viimasteks,nom,Viimasteks annab ideesid meie seekordne retseptivalik .,obl,"nom,prop,sg"
1623069,0,10,Mõrvatööks,nom,"Mõrvatööks andis Bõkov tatarlasele granaadiheitja RPG-26 ja püstoli Makarov , seisab süüdistuskokkuvõttes .",obl,"nom,prop,sg"
1848995,0,9,Remondiks,nom,"Remondiks andsid raha teisedki vanemad , kes 100 , kes 300 krooni .",obl,"nom,prop,sg"
2331423,0,10,Kartusteks,nom,"Kartusteks annab põhjust teadmine , et pelgaks riiulil tolmuvaks paberiks presidendi allkirjaga on jäänud mitmed seni parlamendis heaks kiidetud arengukavad .",obl,"nom,prop,sg"
2466207,0,6,Õnneks,nom,Õnneks andsid lapsed ruttu piilujast politseile teada ega avanud talle akent .,obl,"nom,prop,sg"
2765239,0,9,Paanikaks,nom,"Paanikaks andis alust juhtum , kus baaris omavahel tutvunud mees ja naine tarbisid koos alkoholi ning asusid seejärel Võidu 5 elumaja juures suguühtesse .",obl,"nom,prop,sg"
4056563,0,10,Kriitikaks,nom,"Kriitikaks annab alust asjaolu , et uuringuid tehakse praeguste trendide põhjal , eeldades , et samad suundumused jätkuvad veel pika aja jooksul .",obl,"nom,prop,sg"
4201892,0,10,Kriitikaks,nom,"Kriitikaks annab põhjust see , et kumulatsiooni tulemusena hakkab sõnumina domineerima minevikuta ja põhjuse-tagajärje seosteta terror .",obl,"nom,prop,sg"
4210353,0,6,Õnneks,nom,"Õnneks andis mäng õiglase lahenduse : olime mullu meistrite liiga finaalis ja loodame tänavu võita . """,obl,"nom,prop,sg"
4643739,0,6,Õnneks,nom,"Õnneks andis kunstiakadeemia professor , kelle aken natuke kannatada sai , sel laupäeval Tokios mingit performanssi , jama jäi ära , abivalmis poisike viskas palli väljakule tagasi ja trenn läks rahulikult edasi .",obl,"nom,prop,sg"
4847847,0,10,Kartusteks,nom,"Kartusteks andis alust esmaspäevases Wall Street Journalis tsiteeritud Massachusettsi Tehnoloogiainstituudi majandusteadlane Rudiger Dornbusch , kes ütles , et Brasiilia reaal on 30-40 protsenti üle hinnatud .",obl,"nom,prop,sg"
5069092,0,7,Reisiks,nom,"Reisiks andis raha Jenny ema , teatades kohe , et rohkem ei saa ta neile enam ealeski anda , kuna elab ise väikesest pensionist .",obl,"nom,prop,sg"
5129414,2,8,Löpuks,nom,""" Löpuks andsid nad mu teole öige hinnangu , "" märkis neiu .",obl,"nom,prop,sg"
5410347,0,8,Tantsuks,nom,Tantsuks annavad eeskuju Viru varietee tantsijad .,obl,"nom,prop,sg"
5434970,0,6,Tänuks,nom,Tänuks andis Ministrite Nõukogu esimees Indrek Toome perele Volga ostuloa .,obl,"nom,prop,sg"
6064021,0,6,Õnneks,nom,Õnneks väga ei annagi .,obl,"nom,prop,sg"
6391491,0,6,Õnneks,nom,Õnneks annab kontor neid ka .,obl,"nom,prop,sg"
6728169,0,6,Õnneks,nom,"Õnneks andis kohus elanikele õiguse korterid erastada , "" on Noormetsade hingerahu taastatud .",obl,"nom,prop,sg"
7339520,0,6,Õnneks,nom,"Õnneks andis kunstiakadeemia professor , kelle aken natuke kannatada sai , sel laupäeval Tokyos mingit performanssi , jama jäi ära , abivalmis poisike viskas palli väljakule tagasi ja trenn läks rahulikult edasi .",obl,"nom,prop,sg"
8117079,0,6,Mureks,nom,"Mureks annab põhjust ka see , et Tallinn aasta lõpul oma eelarvet vähendama peab .",obl,"nom,prop,sg"
8539459,0,9,Paanikaks,nom,"Paanikaks andsid põhjust ka kombinaadi töötajad ise , kes vastasid ärevuses rahaküsijaile , et nemad ei tea võlarahast midagi , see on omaniku asi .",obl,"nom,prop,sg"
8950764,0,8,Arenguks,nom,"Arenguks annab eelduse potentsiaal , mis on Elvas juba olemas .",obl,"nom,prop,sg"
9045224,0,6,Õnneks,nom,"Õnneks annab õiguskantsler ka sellele küsimusele selge vastuse , tsiteerides ühisveevärgi ja -kanalisatsiooni seadust : “ lisaks eeltoodule ei tohi veevarustuse ja heitvee ärajuhtimise teenuse hind olla erinevate klientide või nende gruppide suhtes diskrimineeriv ” ( s.t erinev sama kvaliteediga toote ühiku eest ) .",obl,"nom,prop,sg"
9553703,0,6,Õnneks,nom,Õnneks ei andnud volikogu eelmine koosseis enamikule planeeringutele heakskiitu või tühistas need lühikese mõtlemisaja järel .,obl,"nom,prop,sg"
