sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
4871858,102,105,osa,nom,""" Loomulikult aitab eurolaulu võit võib-olla aru saada , et ETV on üks demokraatliku riigi struktuuri osa .",advcl,"com,nom,sg"
4953477,75,87,salaalkoholi,gen,"Salaalkoholi vastu putkades õllemüügi keelamine oluliselt ei aitaks , sest salaalkoholi jaoks on muud kohad .",advcl,"com,gen,sg"
5197911,14,19,kitsi,nom,"Kui loodus on kitsi rikkalikuma pagasi kinkimisel vaimu iseseisvaks arenguks , siis aitab olemasolevate oskuste varajane toetamine koolieelses eas teelolijal siiski püsti jääda ja võimetekohaselt õpetust koolipingis vastu võtta .",advcl,"nom,pos,sg"
5198063,20,25,kitsi,nom,"Kui loodus on olnud kitsi rikkalikuma pagasi kinkimisel vaimu iseseisvaks arenguks , siis aitab olemasoleva varajane toetamine koolieelses eas teelolijal siiski püsti jääda ja võimetekohaselt õpetust koolipingis vastu võtta .",advcl,"nom,pos,sg"
5535237,200,203,osa,nom,""" Selge on see , et ainult joone vedamine sõidutee serva ei anna ratturile 100 protsendilist turvalisust , ent kindlasti aitab see autojuhile teadvustada , et ka jalgratas on linnaliikluse igapäevane osa ning ratturiga tuleb arvestada , "" ütles Lõugas .",advcl,"com,nom,sg"
7208241,140,145,sööma,ill,"Tegemist ei ole allergia kui sellise ravimiga , kuid see aitab inimestel pääseda ränkadest komplikatsioonidest , kui nad peaksid teadmatult sööma natuke pähklit .",advcl,"ill,mod,ps,sup"
8004732,43,51,Helmilgi,ad,"See päike aitas mul sealt ära minna , nagu Helmilgi , sellel Perenaisel , kelle ma üheksa kuud varem olin vanadekodusse viinud .",advcl,"ad,prop,sg"
9006666,168,173,raske,nom,"Tallinna Korrakaitse Fondi hangitud jälitusseadmed aitavad linna narkopolitseil uimastiärikate elu kibedamaks muuta , sest uue objektiivi ja sondi eest on narkootikumi raske peita .",advcl,"nom,pos,sg"
10838602,10,18,ülikooli,gen,"Ehkki iga ülikooli juures on nn välisteenistus , kelle ülesanne on välismaalaste ameti ja mittesakslastest tudengite vahel puhvrit mängida ning nende elu- ja töölubadega seonduvaid probleeme lahendada , ei aita see kõigi raskuste vastu .",advcl,"com,gen,sg"
10927370,22,27,raske,nom,"Ja just siis , kui on raske , aitab usk sillalt vette visatud mündi võluvõimesse .",advcl,"nom,pos,sg"
11119030,31,41,koostisosa,nom,""" Kuna keratiin on juuksekarva koostisosa , aitab see juuksekarval sulguda .",advcl,"com,nom,sg"
11161554,85,89,sina,gen,"See aitab natuke ringi koomale tõmmata , aga ka mitte eriti , sest enamikuga oled ju sina peal .",advcl,"com,gen,sg"
11562640,128,133,raske,nom,"Avaspesitsejatel aitab see munakurnal ümbrusega ühte sulada , nii et võimalikel pesarüüstajatel on järglaskonna üleskasvatamist raske nurjata .",advcl,"nom,pos,sg"
11610770,9,14,kiire,nom,""" Kellel kiire oli , neil aitasin näiteks eksamiaega ettepoole nihutada .",advcl,"nom,pos,sg"
11773891,54,58,häda,gen,"« Eks on sõpru , kes vahel natuke aitavad , kui päris häda käes , » kostab Urmas .",advcl,"com,gen,sg"
11783326,42,46,vesi,nom,Ega õlu siis paremini janu vastu aita kui vesi .,advcl,"com,nom,sg"
12054240,44,47,osa,nom,"Kuna võistkondlik kolmevõistlus oli ühtlasi osa individuaalsest alast , aitas hea takistussõit Hoyl ka teist kulda võita .",advcl,"com,nom,sg"
12880536,50,55,saama,ill,"Masin õmbleb ja tikib ning kui ideed peaksid otsa saama , aitab ka internetist vajalikku leida .",advcl,"aux,ill,ps,sup"
13063107,25,30,käima,ill,"Kui iga päev ei pea poes käima , aitab see vältida ka juhuslikke , ahvatleva lõhna tõttu tehtud valikuid ja säästa aega .",advcl,"ill,main,ps,sup"
13872761,47,52,raske,nom,"» Rakke ütleb , et kui igapäevateksti on muidu raske pähe õppida , siis debiilne kiiks aitab meelde jätta .",advcl,"nom,pos,sg"
15260140,109,114,raske,nom,"« Suutsin enne võistlust kellegi ütluse peale vihastada , see aitas kiiremini joosta , muidu on üksinda väga raske pingutada , » rääkis Liimask , kes loodab tuleval nädalal leida konkurentsitihedamat võistlust Soomest või Saksamaalt .",advcl,"nom,pos,sg"
15430827,47,52,selle,gen,"Lendauto ja üles-alla sõidurajad , kui me juba selle juures oleme , aitaks asja kontrolli all hoida .",advcl,"gen,sg"
15502575,26,31,raske,nom,"Igaüks teadis , et kui on raske , siis sõber aitab .",advcl,"nom,pos,sg"
15642696,96,101,saama,ill,Ja nohikutel aitaks see muidu noorukieas tekkivast frustratsioonist üle saada et niikuinii peab saama .,advcl,"aux,ill,ps,sup"
15853312,23,32,probleemi,gen,"Aitas reinstall , sest probleemi taga oli XP idiootsus .",advcl,"com,gen,sg"
15965829,132,142,sisulislet,nom,"X endiselt ei läinud käima , pidi kõigepealt nv peal pildi ette võtma , arvatavasti oleks aidanud ka nvidia asjade reinstall , kuna sisulislet see parnadas ka selle probleemi .",advcl,"com,nom,sg"
15982482,66,70,head,nom,appi aidake minda valida kas T200 R00 või T65 ???? sest kõik sama head ja ei teagi,advcl,"nom,pl,pos"
16034872,64,71,sig2dat,nom,kazaast valede failide saamise vastu aitab selline süsteem nagu sig2dat .,advcl,"com,nom,sg"
16038354,0,6,proovi,gen,"proovi bootimisel F8-t vajutada ja siis menüüst kas safe-modes winni saada või siis vali « last good settings that worked » , äkki aitab .",advcl,"com,gen,sg"
16303728,132,136,sina,nom,"yeb yksi a siis käin vahepeal panemas siia ZOne m6ne teema , et kes oskab teha midagi , ida ma ei oska ja siis keegi aitab ... nagu sina ...",advcl,"nom,sg"
16309341,22,28,format,nom,"aga muu ei aita , kui format c , voi viid mingi meistri juurde ( arvuti meistri ) ja seegi teeb vist ma arvan format c",advcl,"com,nom,sg"
16743534,23,27,mäda,nom,"Kui ikka inimene seest mäda , siis ei aita miski .",advcl,"com,nom,sg"
17805895,48,51,abi,nom,Siin ei aita küll enam muud kui professionaalne abi : psühhiaater või palgamõrvar .,advcl,"com,nom,sg"
19705932,21,25,paha,nom,"QbaAff: kui raha nii paha on , siis las ma aitan teil tast vabaneda ..",advcl,"nom,pos,sg"
20833,89,104,dzhässmuusikale,part,"Hedvigis on parasjagu jonnakat printsessi , kes ajab järjekindlalt oma rida , olles truu dzhässmuusikale .",advcl,"com,part,pl"
4502531,12,24,Universalile,nom,"Kuna Rootsi Universalile oli prestiiži küsimus saada see võidulaul endale ja need artistid ka , siis ajame jonni vastu .",advcl,"nom,prop,sg"
744530,168,172,sõda,nom,"Abhaasia on Gruusia valitsuse kontrolli alt väljas alates 1994. aastast , mil separatistlikud väed valitsusüksused sealt välja ajasid , pärast ligi kaks aastat kestnud sõda .",advcl,"com,nom,sg"
14092225,68,72,raha,nom,"Täiesti võimalik , et Riho naine on raha ise välja ajanud ehkki see raha , jah , võinuks minna mõnele sportlasele . »",advcl,"com,nom,sg"
7492540,23,37,kirjeldamatust,part,"Kirjandus algab siit , kirjeldamatust .",advcl,"com,part,sg"
9788083,23,37,kirjeldamatust,part,"Kirjandus algab siit , kirjeldamatust .",advcl,"com,part,sg"
636993,47,56,testirada,nom,"Testi läbimisel alustab Estoril detsembris kui testirada , ning võib edasi pääseda GP-radade hulka aastal 2001.",advcl,"com,nom,sg"
4602895,86,97,tõsielusari,nom,"TV3 uus seiklussari "" Kohver "" alustab juba tuleval nädalal , olles esimene kodumaine tõsielusari , kus mängus miljon krooni .",advcl,"com,nom,sg"
11100413,72,77,jääma,ill,"FC Flora alustas oma hetke parimas rivistuses , kusjuures pingile pidid jääma Eesti koondises Austria vastu mänginud  Sergei Terehhov , Kristen Viikmäe  ja  Liivo Leetma  .",advcl,"ill,main,ps,sup"
12234867,166,177,reklaamnägu,nom,"Mossi ja Vodianova vahele on imelihtne paralleeli tõmmata : ka Moss alustas oma karjääri Calvin Kleini modellina , olles nagu Vodianovagi ainus Calvin Kleini toodete reklaamnägu .",advcl,"com,nom,sg"
14413712,18,21,ema,nom,"Nagu varalahkunud ema , nii alustas Fridagi pereelu väga varakult - 16aastaselt kohtus ta oma esimese abikaasa Ragnar Fredrikssoniga .",advcl,"com,nom,sg"
7751524,58,66,fenomeni,gen,Ohvitserist kirjaniku romaan analüüsib sõduri kui kaitsja fenomeni tänases ühiskonnas .,advcl,"com,gen,sg"
13412425,145,156,tööstusharu,nom,"Protseduuride läbiviimise erapooletusega kaasneb ametnike ükskõiksus lõpptulemuse suhtes , mis ei stimuleeri ega arenda telekommunikatsiooni kui tööstusharu .",advcl,"com,nom,sg"
14137080,70,81,kapitalismi,gen,"Mind hämmastab see , et lõime oma riigi , Eesti , ja arendame justkui kapitalismi .",advcl,"com,gen,sg"
1630252,53,59,pruuti,adit,Keskmine eestlane armastab oma kultuuri nagu pubekas pruuti .,advcl,"adit,com,sg"
3482903,21,27,Georgi,nom,"Kuigi Jõgimaadele on Georgi oma lapse eest , armastab ta ise väga tööd teha .",advcl,"nom,prop,sg"
4930023,48,52,paha,nom,"Marge armastab šoppamas käia siis , kui tuju on paha , sest see leevendab depressiooni .",advcl,"nom,pos,sg"
5443972,16,21,õdegi,nom,"Armastan - nagu õdegi - treeninguid , armastan rasket tööd , aga vahepeal tuleb sisetunnet kuulata .",advcl,"com,nom,sg"
5991659,43,48,range,nom,"Uuspõldu ma armastasin väga , kuigi ta oli range .",advcl,"nom,pos,sg"
6064560,23,28,raske,nom,"Kuna reaalsus on liiga raske , armastab ta unenägudesse põgeneda ja elabki reaalsuse ja unede piiril .",advcl,"nom,pos,sg"
7053360,144,148,vaba,gen,"Sellisel hetkel tahaks röökida - elu , ma armastan sind , ühes kõigi ohtudega , ühes kõigi rõõmudega , lihtsalt armastan ; armastan , sest olen vaba ; armastan , ehkki tean , et kord tuleb päev , mil elu minust võitu saab ja ma hukkun jahimehe kuuli läbi või huntide hammaste all .",advcl,"gen,pos,sg"
8812626,38,47,luuletisi,nom,"Kirjutada Sööt armastas , ehkki mitte luuletisi .",advcl,"com,nom,sg"
9166399,46,50,kära,nom,"Ent kui Monica Billi armastab , miks kogu see kära .",advcl,"com,nom,sg"
10142679,115,121,peaosa,nom,Arvatavasti pole publik ühtki näitlejat vahetult pärast surma nii austanud ja armastanud kui kõigest kolmes filmis peaosa mängida jõudnud James Deani .,advcl,"com,nom,sg"
12558999,276,280,mina,nom,"Kui ma habet ei aja , siis on mul niisugune tunne , et ma muutun loomaks , ” ütles polkovnik Roerich habet ajades , ja ma tean , et ta ei mõelnud sellega midagi kahtlast , millest võiks arvata , et ta on Vana vastu , kuna polkovnik Roerich armastab Vana , täpselt samuti nagu mina kah .",advcl,"com,nom,sg"
14142738,71,75,mina,nom,"Tony ütleb ikka , et ta pole kunagi kohanud naist , kes armastaks nagu mina , täiega , vabalt ja tingimusteta . »",advcl,"com,nom,sg"
15472393,16,21,õdegi,nom,"Armastan - nagu õdegi - treeninguid , armastan rasket tööd , aga vahepeal tuleb sisetunnet kuulata .",advcl,"com,nom,sg"
17748899,55,60,lööma,ill,"Üldiselt kui välimus pole tipp-topp peab millegi muuga lööma , teatavasti naised armastavad rohkem kõrvadega , mehed silmadega .",advcl,"ill,mod,ps,sup"
3482903,21,27,Georgi,nom,"Kuigi Jõgimaadele on Georgi oma lapse eest , armastab ta ise väga tööd teha .",advcl,"nom,prop,sg"
9317580,122,126,vaba,nom,"Kõige tavalisem on , et loo tegija kommenteerib ja arutab ise suvalistes kohtades nagu heal nõukogude ajal , kui fakt oli vaba ja kommentaar püha .",advcl,"nom,pos,sg"
10955668,17,21,mõju,gen,"Olles veel nähtu mõju all , arutas minu kena kaaslane mõttes ( sain hiljem teada ) , et mis siis saaks , kui nüüd siin kinos midagi juhtuks ja kinopublik ise millegi ohvriks satuks ( filmis jäi rühm inimesi veealusesse autotunnelisse , mis hakkas kokku varisema pärast kemikaalide plahvatust ) .",advcl,"com,gen,sg"
3643481,119,126,rahvast,part,"See tingibki arvamusküsitlustest ilmneva paradoksi : kuigi soomlased ei soovi sõjalist liitumist , arvab enam kui pool rahvast siiski , et varem või hiljem otsustavad poliitikud riigi ikkagi",advcl,"com,part,sg"
10238140,126,132,liiast,part,"Tartu Lennukolledzhi rektor Villu Mikita on üks neist lennundustegelastest , kes ei arva , nagu oleks kaks lennujaama Tartule liiast .",advcl,"part,pos,sg"
21203850,19,28,ennistest,nom,Anima: ma arvan et ennistest,advcl,"com,nom,sg"
4261942,21,26,mahla,gen,""" Kuna tegu on elava mahla ehk riskikaubaga , oleme arvestanud , et sellega võib tekkida probleeme , "" tunnistas Pak .",advcl,"com,gen,sg"
13125492,25,30,selle,gen,"Kui aga mingi erakond on selle vastu , arvestagu ta , et annab sellega kohe põhjust umbusalduseks .",advcl,"gen,sg"
17122940,28,31,elu,nom,Arvesta kuivõrd kallim seal elu on ja palgad ka vastavalt kõrgemad .,advcl,"com,nom,sg"
17122959,28,31,elu,nom,Arvesta kuivõrd kallim seal elu on ja palgad ka vastavalt kõrgemad .,advcl,"com,nom,sg"
6980593,48,53,miule,nom,"Mi saimi mõne sammu astu , kui üits väike karas miule säärde .",advcl,"com,nom,sg"
4235922,101,110,Raimundal,nom,"Kui tädi sureb ja õed peaksid Madridist kodukülla matusele sõitma , siis asub teele vaid Sole , sest Raimundal on muudki tegemist .",advcl,"nom,prop,sg"
5504552,43,47,kool,nom,"Kui näites olnud teine , õhtuse vahetusega kool , asuks lisaks veel ka kesklinnas , võib selle kooli eelarve kokku olla üle 50 protsendi võrra suurem kui esimesel , sest lisaks linnakassa rahale on kooli käsutada ka asutuse rendilaekumistest jms laekuvad omatulud , aga needki on kesklinna tasemel .",advcl,"com,nom,sg"
6902506,5,12,kindral,nom,"Nagu kindral , asub ta majas korda lööma .",advcl,"com,nom,sg"
14978372,33,39,Arenal,nom,"Kas kahekümne aasta pärast , kui Arenal on oma teatrimaja , asub seal ka Annuse-nimeline saal ?",advcl,"nom,prop,sg"
4194836,67,73,sinagi,nom,"Ei saa nuriseda , et Heaney avaldas oma raamatu samal aastal , kui sinagi . """,advcl,"nom,sg"
2937076,169,179,sallimatus,nom,"Eesti on hetkel rassismi esimeses faasis - see on teatud naiivrassism , mis on tavaliselt suunatud üksikisiku , mitte grupi vastu - see avaldub samamoodi nagu igasugune sallimatus teistsuguse vastu .",advcl,"com,nom,sg"
4938123,5,12,Auxerre,nom,"Nagu Auxerre Ajaxit , edestas ka Atletico Madrid B-grupis Borussiat tänu edule omavahelistes mängudes .",advcl,"nom,prop,sg"
13092694,28,31,ala,nom,"Ehkki vabatehnika pole tema ala , edestas üheksanda meistritiitli võitnud Veerpalu Meelis Aasmäed ligi nelja minutiga .",advcl,"com,nom,sg"
14695685,5,10,taavi,nom,"nagu taavi ka juba markis eeldab eelnev arutlus , et meedium on ideaalne , vahepealsetes vorgusolmedes lisaviidet ei teki , collisioni detekteerimine on hetkeline ja samuti ka jitteri signaali formeerimine oleks hetkeline .",advcl,"com,nom,sg"
3340828,93,100,objekti,gen,"Praegu eelistab UNESCO näha võrdselt ehitistega ka loodusmälestisi , kuna 788 maailmapärandi objekti hulgas on neid vaid 154.",advcl,"com,gen,sg"
4083266,56,66,aastatelgi,ad,Poiste puhul eelistasid pealinna vanemad nagu eelmistel aastatelgi Martinit .,advcl,"ad,com,pl"
7219990,41,45,sari,nom,""" Eelistame vormel 3 , sest see on kõvem sari ja autod vormel 1-le sarnasemad . """,advcl,"com,nom,sg"
9127396,20,24,vaba,nom,"SELLE ASEMEL et ise vaba olla , eelistabki vaikiv enamus nii-öelda vabadusteenust sisse osta - tunda kaasa noorele ja metsikule armastajapaarile , kes kiires lahtises autos lõputul maanteel vihiseb mööda tarbetuid asju ja nääklevaid inimesi täispakitud , tasapisi edasi podisevast pereautost nagu postist .",advcl,"nom,pos,sg"
11226207,51,55,vaba,nom,"Ehkki tööjõu liikumine Euroopa Liidus tervikuna on vaba , eelistavad paljud eurooplased püsida seal , kus nad on .",advcl,"nom,pos,sg"
11607150,12,16,vaba,nom,"Kui õhtu on vaba , eelistan olla kodus pere keskel "" see on ju nii tähtis aastavahetus .",advcl,"nom,pos,sg"
11737162,23,26,osa,nom,"Et katkestamine on üks osa autospordist , seepärast eelistangi jalgpalli , korvpalli või kergejõustikku .",advcl,"com,nom,sg"
11924141,56,65,isikupära,nom,Ja kui mees eelistab kodus pigem Barbie nukku kui naise isikupära ja teda pigem kaugelt vaadata kui lähedalt katsuda .,advcl,"com,nom,sg"
14720593,130,135,selle,gen,"Sõnumilehe küsimusele lõppeva sajandi parima Eesti sportlase kohta vastas ta : “ Eelistan mitte öelda , sest ausalt öeldes polegi selle kohta arvamust , ” lausus ta mõtlikult .",advcl,"gen,sg"
15635114,26,30,käsi,nom,"Kuigi arvutimängudes kõva käsi , eelistab Andrei oma vaba aega tavaliselt ilma mängimata sisustada .",advcl,"com,nom,sg"
17719557,16,26,kinnisasja,gen,"Kui on tegemist kinnisasja ja sellel asuvate vallasasjadega , siis eelistab seadus huvide konflikti puhul kinnisasja , see tähendab maa omaniku õigusi .",advcl,"com,gen,sg"
18656638,89,93,vana,nom,"ben on ka soodne muidu , aga ma oleks eelistanud andersoni j2tkamist , olgugi et ta juba vana:/",advcl,"nom,pos,sg"
9829788,195,199,kogu,nom,"Kuninganna , kes saabus Walesi parlamenti taasavama , astus pretsedenditu sammu , sest viimati 15. sajandil koosolnud Walesi parlament eiras Londoni kuningavõimu , olles viimase silmis mässajate kogu .",advcl,"com,nom,sg"
1407546,3,7,asja,gen,Et asja taga oli teatri sponsor Hansapank - seda pank muidugi eitab .,advcl,"com,gen,sg"
1919060,49,53,raha,nom,Ta eitas nagu kulunuks heakorratöödeks eraldatud raha muuks otstarbeks .,advcl,"com,nom,sg"
2277597,169,178,olemasolu,nom,"Mees sai tuntuks esimese kõrgetasemelise mafioosona , kes paljastas oma autobiograafias selle organisatsiooni toimimist - ehkki ta ise alati eitas maffia kui struktuuri olemasolu Ameerikas .",advcl,"com,nom,sg"
5598753,67,72,nulli,gen,"Kui oktoobri pikaajaline keskmine on viis soojakraadi ja novembris nulli ringis , siis tänavu ennustab ta oktoobriks 6-7 ja novembriks 1-2 soojakraadi .",advcl,"card,gen,l,sg"
20082540,20,24,vana,nom,mailis: ennusta kui vana ma olen,advcl,"nom,pos,sg"
15377900,5,11,Turile,nom,"Nagu Turile , eraldame ka Euroopa noorte olümpiapäevadel kettaheite võitnud Margus Hundile 5000kroonise kuutoetuse .",advcl,"nom,prop,sg"
6299532,143,148,saama,ill,"Ilmselt aimates ka võimalikke probleeme , on Toompark ergutanud meili teel ostjaid kiirustama , sest "" võlaõigusleping peab kindlasti sõlmitud saama veel käesoleval aastal "" !",advcl,"ill,main,ps,sup"
11520554,348,360,suhkruvatist,part,"Tõsi , briti leiboristlik peaminister Tony Blair ja tema prantsuse sotsialistist kolleeg Lionel Jospin esinesid juuni algul küll koos Euroopa sotsiaaldemokraatide konverentsil Malmös ; nad kõnelesid näiliselt isegi samast asjast - riigivõimu osast tööpuuduse likvideerimisel ; kuid nende retseptid erinesid diametraalselt , umbes nagu mulgi kapsad suhkruvatist .",advcl,"com,part,sg"
13954319,185,190,omast,part,"Selle põhjust pole vaja kaugelt otsida - konstruktorid on suutnud diiselmootori panna tööle nii , et selle segav klapiklõbin on kadunud ja töötava mootori hääl ei erine bensiinimootori omast .",advcl,"part,pos,sg"
446833,53,62,nimekirja,adit,Mõlemad mehed esindavad nagu Siimanngi Koonderakonna nimekirja .,advcl,"adit,com,sg"
2815868,87,93,krooni,gen,"Samuti ei esinda Kociks Jarmot korteri asjus küll kuidagi , sest üürivõlg on juba 4000 krooni ringis .",advcl,"com,gen,sg"
342322,7,11,kaja,nom,"” Nagu kaja , esitas Anne täpselt sama küsimuse .",advcl,"com,nom,sg"
3357881,103,108,jääma,ill,"Kohtus toimunud arutelul esitasid mõlemad osapooled oma argumendid , miks peaks uurimisalune vahi alla jääma või sealt vabanema .",advcl,"ill,main,ps,sup"
6787288,4,9,Merle,nom,"Kui Merle Partsil polnud põhjust Juhan Partsi kahtlustada , siis miks ta esitas võrdlemiseks just endise abikaasa allkirjad ?",advcl,"nom,prop,sg"
8617422,121,127,Kaarli,gen,"Ja siis ütles ta , nagu oleks eelneva arutluse esitanud keegi teine - ja esitaski ju keegi teine , sest ta oli ikka veel Kaarli pool - kuidas ma võin Jumala enda poolt saadetud ilmutust kahtluse alla panna ?",advcl,"gen,prop,sg"
9607829,165,170,päeva,gen,"Tänane seis on selline , et töötajad esitavad kohtusse uue hagi töötasu väljamaksmisega viivitamise eest , sest eelmise kohtuotsusega tehtud viivisearvestus oli 276 päeva eest , sealt edasi tänaseni on juurde tulnud 245 päeva .",advcl,"com,gen,sg"
11876460,112,116,sama,nom,"Mõlemal juhul oli kirstul saatja , kes esitas kõik vajalikud dokumendid kuigi nimi surmatunnistusel oli täpselt sama mis kirstu väidetaval vastuvõtjal Krasnodaris .",advcl,"nom,sg"
13108692,129,135,krooni,gen,"STV esitas eile kohtusse avalduse kriminaalasja algatamiseks , kuna STVle tehtud materiaalne ja moraalne kahju on üle 20 tuhande krooni .",advcl,"com,gen,sg"
14574332,86,90,pead,nom,"Kui oled neid asju 10 aastat tudeerinud , esita oma küsimus uuesti ... kui vajalikuks pead",advcl,"com,nom,pl"
14668150,79,89,direktiivi,gen,"Seoses sellega esitab komisjon oma esimese ettepaneku nõukogule samal ajal kui direktiivi 76/580/EMÜ artiklis 3 sätestatud ettepaneku kahjukindlustuse kohta , aga hiljemalt nelja aasta jooksul pärast käesoleva direktiivi teatavakstegemist .",advcl,"com,gen,sg"
15376326,126,131,raske,nom,"Ka esitas mõni erakond liikmete nimekirja mitte tähestiku järjekorras , vaid segipööratuna et kõrvalseisjal oleks võimalikult raske liikmetest aimu saada .",advcl,"nom,pos,sg"
15870977,119,127,kuritegu,nom,"Selgituseks ütlen , miks ma selle küsimuse esitan : sellepärast , et pankroti tahtlik tekitamine on väga spetsiifiline kuritegu .",advcl,"com,nom,sg"
16217722,119,124,raske,nom,"Sajast maksimumpunktist sai ta viiemehena vaid pooled ning esitab kindlasti apellatsiooni , sest säärase tulemusega on raske Tartu Ülikooli astudes konkurentsis püsida .",advcl,"nom,pos,sg"
17009204,43,52,Riigikogu,gen,"Kuna lugupeetud õiguskantsler on juba täna Riigikogu ees ja ma arvan , et minu kolmandast küsimusest on väga paljud huvitatud , siis ma ikkagi esitan selle .",advcl,"com,gen,sg"
18035366,88,95,arutelu,gen,"Selle küsimuse esitasin mina õiguskomisjonis ka justiitsminister Märt Raskile , kui oli arutelu all eelnõu 669 , et kas ei oleks õigem ja mõistlikum , et inimese trahvi suurus arvutatakse tema praeguse hetke varanduslikule seisule tuginedes , selle hetke seisule , mis hetke kontekstis ta peab karistust kandma hakkama .",advcl,"com,gen,sg"
18204386,16,21,selle,gen,"Kui teil midagi selle vastu ei ole , esitaksin Reformierakonna fraktsiooni nimel sellekohased kriminaalkoodeksi parandused .",advcl,"gen,sg"
18675952,40,43,osa,nom,"Kuna Eesti Põlevkivi on üks energeetika osa , siis ma esitaksin sellise huvitava küsimuse .",advcl,"com,nom,sg"
3622988,100,104,sama,nom,"Silm pole fotoaparaat , mis fikseerib pildi välismaailmast mehhaaniliselt lindile , kuigi optika on sama .",advcl,"nom,sg"
18324292,222,227,saama,ill,"Rahvusvaheliseks tavaks on kujunenud põhimõte , mille on fikseerinud Euroopa Nõukogu poolt vastuvõetud ja Eesti poolt ratifitseeritud vähemusrahvuste kaitse raamkonventsioon , et soovi korral peavad vähemusrahvuste lapsed saama võimaluse säilitada oma emakeelt ja õppida oma rahvuskultuuri .",advcl,"aux,ill,ps,sup"
10041987,146,157,sotsialismi,gen,"Kogu sellist tohuvabohu kõrgkoolide ümber võiks mõista , kui riik garanteeriks niinimetatud riikliku diplomi omanikule töökoha , nii nagu see oli sotsialismi ajal.",advcl,"com,gen,sg"
21000071,46,51,6htal,nom,s6jajumalanna: ma hakkan t2na pead para=nadma 6htal,advcl,"com,nom,sg"
12175821,32,36,nägu,nom,"Hammustasin , sest laps oli isa nägu . """,advcl,"com,nom,sg"
13151154,34,38,nägu,nom,"Hammustasin , sest Andres oli isa nägu . """,advcl,"com,nom,sg"
4458921,48,51,ema,nom,"Tean tippmuusikuid , kes harjutasid pööningul , ema magamistoas , öösiti külmas koolimajas .",advcl,"com,nom,sg"
5226606,6,11,teist,el,""" Kui teist võimalust pole , harjutan senisest vähem .",advcl,"el,pl"
6954220,5,13,Veerpalu,nom,"Nagu Veerpalu , harjutasid eile ka Rehemaa ja Aasmäe .",advcl,"com,nom,sg"
7097483,32,37,jooma,ill,Harjutas lombaka naisterahva ka jooma .,advcl,"ill,mod,ps,sup"
10715286,11,16,raske,nom,"Kui sul on raske seda lauset öelda , harjuta kodus ja pea meeles - sa ei pea mitte kellelegi aru andma , miks sul pole aega aidata !",advcl,"nom,pos,sg"
11280754,33,40,jääteed,nom,Harjuta laps jooma limpsi asemel jääteed .,advcl,"com,nom,pl"
12301944,124,133,lahkvoolu,gen,"Sõnamängu on ka peaaegu kõik sürrealistid harrastanud , kuigi iseäranis suured mihklid on selle peale olnud ühe sürrealismi lahkvoolu - patafüüsika - esindajad eesotsas Raymond Queneau'ga .",advcl,"com,gen,sg"
5360897,11,16,kiire,nom,"Või kui on kiire , helistad üle .",advcl,"nom,pos,sg"
8174898,11,16,kiire,nom,"Või kui on kiire , helistad üle .",advcl,"nom,pos,sg"
