sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
12195156,57,69,initsiatiivi,adit,"- on paratamatult käsumajandus , mis ahistab tootmisjuhi initsiatiivi ; kui Läänes poleks välja töötatud pastapliiatsit , oleksime siiani kirjutanud tindipliiatsiga ;",obj,"adit,com,sg"
13016942,23,32,Grönholmi,adit,"Märtin oli ainus , kes Grönholmi ahistas",obj,"adit,prop,sg"
16776941,49,54,Loebi,adit,"Peugeot'd rooliv Marcus Grönholm oli ainus , kes Loebi ahistas , aga heitlus kustus 11. kiiruskatsel omapärasesse õnnetusse .",obj,"adit,prop,sg"
443866,76,81,järgi,,"Kui vähegi saavad , siis käivad neid läbi tara vahtimas ning ahvivad pärast järgi .",obj,post
16928828,8,12,RL-i,adit,Ahvisin RL-i .,obj,"adit,nominal,sg"
19874349,13,19,kriksi,adit,kino: ahvime kriksi,obj,"adit,com,sg"
12491481,91,98,poolest,,"Tihti tundub vanematele , et kui täiskasvanu peab võtma terve tableti , siis lapsele aitab poolest .",obj,post
41190,53,61,osakonda,adit,"Oleme mitmel aastal aidanud sama haigla astmaatikute osakonda , muretsenud neile vajaliku astma diagnoosiaparaadi ning suunanud NATO naiste aastalaadalt taotletud paarsada tuhat tulukrooni samuti sinna .",obj,"adit,com,sg"
245440,4,8,ühte,adit,"Mis ühte aitab , võib teisele osutuda mõttetuks nagu hanele selga visatud veesahmakas , kolmandale aga lõppeda kurvalt .",obj,"adit,sg"
328475,2,13,Riimistampi,adit,"- Riimistampi   aita - laita   nimetasime juba seoses ütlusega  Kus viga näed laita , seal tule ja aita  ( SFL I , lk. 114-115 , vt. ka  ) .",obj,"adit,com,sg"
389535,73,81,maa-ilma,adit,"Nad usuvad , et välismaa nimi aitab saatust üle kavaldada , aitab suurde maa-ilma .",obj,"adit,com,sg"
448845,81,105,Kaubandusorganisatsiooni,adit,"USA ja Hiina allkirjastasid eile leppe , mis aitab Hiina 134-liikmelisse Maailma Kaubandusorganisatsiooni ( WTO ) .",obj,"adit,com,sg"
473263,45,55,Jaanilinna,adit,"See on juba kolmas kord , kui Eesti valitsus Jaanilinna aitab .",obj,"adit,com,sg"
548028,56,68,Keskerakonda,adit,"Esimene näidislause - "" Toornahalt ärastatakse rasv "" - Keskerakonda kohtus ei aita .",obj,"adit,com,sg"
573201,31,36,tippu,adit,"Kuidas Milosevici nimi Serbias tippu aitab , näitab fakt , et Marko 34-aastane õde Marija juhib eratelekanalit ja Slobodan Milosevici vend Bora on suursaadikuks Moskvas .",obj,"adit,com,sg"
576962,45,50,tippu,adit,"Kõik teavad , et too omadus ja oskus aitavad tippu , kuid samas - suur kaotusvalu raskendab loobumist .",obj,"adit,com,sg"
578125,31,36,tiimi,adit,""" Alesi kogemused aitavad kogu tiimi ning auto arendamist .",obj,"adit,com,sg"
592559,117,122,tippu,adit,"Olümpiavõitjaga võib küll vaielda , kuid üht tuleb tunnistada - Taltsi visa püüd maksimaalse tulemuse poole aitas ta tippu .",obj,"adit,com,sg"
823068,38,43,kooli,adit,Isa töö aitas Melissa rahvusvahelisse kooli,obj,"adit,com,sg"
926262,123,129,Bucksi,adit,"Robinson viskas läinud nädala neljas mängus keskmiselt 28 punkti , hankis 10 lauapalli ja tegi 3,5 vaheltlõiget ning aitas Bucksi võõrsil tähtsate võitudeni Los Angeles Kingsi ja Utah Jazzi üle .",obj,"adit,prop,sg"
1238739,77,82,Ringi,adit,Psühholoogide ja sotsiaaltöötajate käe all koolituse saanud Tugiõpilaste Oma Ringi Eestis ( TORE ) noored aitasid riidlevatel kampadel leppida ja praeguseks on õhkkond klassis normaalne .,obj,"adit,com,sg"
1248701,30,38,Maapanka,adit,"Näiteks ei aidanud Eesti Pank Maapanka , kuid turgutas 255 miljoni krooni suuruse rahasüstiga taas elule Forekspanga ( praegu Optiva ) , kus oli suur osalus Vahur Krafti onupojal Gunnar Kraftil .",obj,"adit,prop,sg"
1277479,31,42,kolmikliitu,adit,"Jüri Mõis on öelnud , et olete kolmikliitu viimastel nädalatel aidanud .",obj,"adit,com,sg"
1280979,171,175,kogu,,"Kultuuriministeeriumi nõunik raamatukogude alal , Meeli Veskus ütles , et Tartu Ülikooli raamatukogu on küll aastaid alafinantseeritud , kuid ta ei usu , et eraldi seadus kogu aitaks , sest see saaks olla vaid väga üldine .",obj,pos
1338470,0,10,Saatejuhti,adit,"Saatejuhti aitab ka tema abikaasa Maris , kes salvestab stuudios toimuvat oma kaameraga koduarhiivi jaoks .",obj,"adit,com,sg"
1435106,0,9,Kehakaalu,adit,Kehakaalu kuni 57 kg finaalis aitas ringikohtunikuna tegutsenud Kirsanov võita Kasahstani esindajal Bekzat Satharhanovil ameeriklast Ricardo Suarezi .,obj,"adit,com,sg"
1447903,74,79,tippu,adit,""" Kinnisideed rallisporti naasmiseks mul polnud , "" väidab Markko Märtini tippu aidanud Kitsing .",obj,"adit,com,sg"
1471018,53,58,valda,adit,"Pärnu maavalitsuse ehitusnõunik Ain Birk , kes Kihnu valda aitas , vaidleb sellele vastu .",obj,"adit,com,sg"
1595523,46,59,kodumeeskonda,adit,"Vastased ründasid rohkem ja teravamalt , kuid kodumeeskonda aitasid Mart Poomi tõrjed ja mänguõnn .",obj,"adit,com,sg"
1670621,13,18,Kerti,adit,Gräzin aitas Kerti kõne kirjutamisel,obj,"adit,prop,sg"
1703326,166,179,Jõulukantaati,adit,"TAMi tarbeks kirjutatud Aare Kruusimäe "" Missa Adventus "" salvestusel tegid kaasa Rahvusooperi solistid Pirjo Levandi ja Villu Valdmaa ning organist Piret Aidulo , "" Jõulukantaati "" aitasid kooril sisse mängida Tallinna Saksofonikvartett ja ansambel After 6.",obj,"adit,com,sg"
1756355,100,105,Saudi,adit,"Noortekoondise treener sakslane Otto Pfister juhendas meeskonda viimases viies valikmängus ja aitas Saudi Araabia MMile , kuid vutijuhid vajasid kõlavama nimega meest .",obj,"adit,com,sg"
1798499,96,103,kulusid,,"Veeringu sõnul pole komisjon veel teinud arvutusi , kui palju aitab kahe ministeeriumi liitmine kulusid kokku hoida .",obj,"af,impf,indic,mod,ps,ps2,sg"
1859766,8,23,Ehitustööriista,adit,"Mullugi Ehitustööriista aidanud van Genti sõnul teeb ta noortemeeskonnaga koostööd , kuna on seda varem lubanud ning leidis lõpuks veidi vaba aega .",obj,"adit,com,sg"
1969142,62,68,ärisid,,Kaunid sõnad ei aita ei Forekspanga ega Krediidipanga Venemaa ärisid paremale järjele .,obj,"af,aux,impf,indic,pl,ps,ps3"
1993546,0,9,Koerakusi,adit,Koerakusi ka ei aita !,obj,"adit,prop,sg"
2060913,22,30,Maaliitu,adit,"Koonderakond aitab ka Maaliitu ja PPE , mille raha jäi kinni Maapanka .",obj,"adit,com,sg"
2107728,132,140,Bambergi,adit,"Saksamaa korvpalli meistriliiga play-off'i avaringis aitas 24 punkti visanud Gert Kullamäe ( kolmesed 8-st 5 , vabavisked 10-st 9 ) Bambergi võõrsil 95 : 82 võidule põhiturniiril teise koha saanud Bonni Telekomi vastu .",obj,"adit,prop,sg"
2221785,0,9,MEESKONDA,adit,MEESKONDA AITAB ISIKUPÄRA .,obj,"adit,com,sg"
2231985,67,76,piirkonda,adit,"Ida-Virumaa vajab hädasti aktiivseid ja ettevõtlikke inimesi , kes piirkonda paremale järjele aitaksid , leidsid Ida-Virumaa noored , kes osalesid tudengiorganisatsiooni AIESEC korraldatud esseekonkursil .",obj,"adit,com,sg"
2236856,0,5,Randa,adit,"Randa aitaks Tensoni jutu järgi säilitada see , kui ehitada rannahoone juurde hoovuste mõjul liikuvat liiva pidurdavad T-kujulised madalad tammid .",obj,"adit,com,sg"
2239116,70,75,tiimi,adit,Mullu sõitis Webber F3000 sarjas ja aitas testipiloodina Benettoni F1 tiimi .,obj,"adit,com,sg"
2298505,17,24,turisti,adit,Asjast huvitatud turisti võib vabalt aita või küünilakka magama saata või suitsusauna higistama panna ning selle eest rahagi võtta .,obj,"adit,com,sg"
2315468,26,36,Rahvaliitu,adit,Korrakaitse küsimustes on Rahvaliitu aidanud endine Tallinna kriminaalpolitsei mõrva-grupi komissar Artur Tšulitski .,obj,"adit,com,sg"
2483903,50,54,õhku,adit,"Kuigi linnaõhk on suviti puhtam kui talvel , sest õhku aitavad puhtaks "" pesta "" vihmad , kaebavad Türi tänaval asuva AS Connecto töötajad haisu üle , mida levitab tänava teisel poolel asuva AS Europrindi trükikoja korsten .",obj,"adit,com,sg"
2557987,0,10,Stockmanni,adit,Stockmanni aitavad hullud päevad,obj,"adit,prop,sg"
2575955,0,11,Kafelnikovi,adit,Kafelnikovi ei aidanud ka teisena mängimine .,obj,"adit,prop,sg"
2626423,117,131,väekontingenti,adit,"Taani valitsus võttis 27. juunil vastu otsuse pakkuda turvapaika neile ja nende peredele , kes aitasid Iraagis Taani väekontingenti .",obj,"adit,com,sg"
2640233,56,69,kodumeeskonda,adit,""" Mulle tundus , et neljandas geimis aitasid kohtunikud kodumeeskonda .",obj,"adit,com,sg"
2647031,43,52,ühiskonda,adit,"Valitsuse sõnul aitavad uued reeglid Eesti ühiskonda , millest veerandiku moodustavad etnilised venelased , integreeruda .",obj,"adit,com,sg"
2715902,130,137,Pacersi,adit,"Reggie Miller , kelle legend ja staatus näeb ette viimase sekundi täpseid kaugviskeid , tabas seekord mängus Netsi vastu ja aitas Pacersi esimesele lisaajale .",obj,"adit,prop,sg"
2818297,25,37,tennisetippu,adit,Jarkko Niemineni maailma tennisetippu aidanud Henrik Johansen treenib sügisest Eesti esireketit Mait Künnapit .,obj,"adit,com,sg"
2861656,100,108,esirinda,adit,"Paradoksaalsel kombel - nagu uuenduste ja leiutiste puhul sageli - on Eesti maailmas mobiilimaksete esirinda aidanud "" pole halba ilma heata "" efekt .",obj,"adit,com,sg"
2871363,33,37,aita,,"Mullu algatatud kampaania "" Aita aita ! "" käigus on laekunud üle 300 000 krooni , kuid lõppeesmärk on jõuda kümme korda suurema summani ehk kolme miljoni kroonini .",obj,"imper,mod,neg,pres,ps,ps2,sg"
3167475,35,46,vennaskonda,adit,Linnaarhiivi juhatajana aitas mees vennaskonda 600. aastapäeva tähistamisel Tallinnas 1999. aastal .,obj,"adit,com,sg"
3236835,0,5,Juhti,adit,Juhti aitab pisike elektrimootor,obj,"adit,com,sg"
3286210,182,190,osariiki,adit,"Kuberner ütles , et ta ei tunne , nagu oleks president teda petnud ning sõnas , et George Walker Bush võib novembris peetavatel presidendivalimistel Californias võita , kui ta aitab osariiki rahaliselt .",obj,"adit,com,sg"
3296084,32,42,atmosfääri,adit,"Hilisemate aegade ühiskondlikku atmosfääri aitavad tabada Tedre poliitnovell "" Sibi Innu jõululobi "" ja Kausi grotesk "" Mõnus päev "" , detailide kaudu on see tabatav veel Runneli "" Raiutud metsas "" , Vindi "" Rõdus "" , Sauteri "" Kõhu valus "" , Kauksi Ülle "" Tulõ-tõrjõq'is "" , Kivirähki "" Vahvas naises "" jm.",obj,"adit,com,sg"
3330566,220,226,tsehhi,adit,""" Kontakte on otsitud juba üle aasta ja Rakvere konservitsehhil olid parimad tingimused ning omanikud saavutasid mõlemaid pooli rahuldava kokkuleppe , "" lausus Peter Voecks , "" Reinsdorfer Fleischkonserven aitab Rakvere tsehhi tehnoloogiaga . """,obj,"adit,com,sg"
3373875,8,18,tootesarja,adit,Helluse tootesarja aitasid Tallinna Piimatööstusel välja töötada Tartu ülikooli teadlased .,obj,"adit,com,sg"
3450868,151,156,jahti,adit,"Esmaspäeval kell seitsme paiku aitas Haapsalu kordonist väljunud piirivalvekaater PVK-020 Rukkirahu juures kursilt eksinud ja madalikule sõitnud Taani jahti Bull , mis oli teel Kökari sadamast Soomes Haapsalu sadamasse .",obj,"adit,com,sg"
3504315,6,19,Kommertspanka,adit,"Tartu Kommertspanka ei aidanud ka peaministri ja keskpanga allkirjadega suurejooneline kokkulepe väidetava võla tasumiseks - kord jõhkrat jõudu , kord lausa juriidilist mustkunsti appi võttes on Saks siiamaani suutnud riigifirma rahakotirauad koos hoida .",obj,"adit,com,sg"
3635643,97,106,pankrotti,adit,"Mägi ütles , et pidev kohtuskäimine tekitab pankrotipesale vaid lisakulusid ega aita probleemset pankrotti millegagi .",obj,"adit,com,sg"
3763942,20,28,peakokka,adit,; Vajadusel aitavad peakokka vahetuste vanemad .,obj,"adit,com,sg"
3853531,48,60,Copperfieldi,adit,"Maailma tuntuimaks mustkunstnikuks tõusmisel on Copperfieldi kahtlemata aidanud raha , mille abil on omakorda ehitatud need imemasinad , mis aitavad maailmakuulsaid trikke laval sooritada .",obj,"adit,prop,sg"
3885383,8,13,kooli,adit,"Jüri on kooli väga palju aidanud , kiidavad õpetajad , esmajärjekorras humanitaarabiga .",obj,"adit,com,sg"
3900620,82,87,Reali,adit,"Samas liitub hispaanlastega Leedu kuulsaim korvpallur Arvydas Sabonis , kes aitas Reali 1995. aastal Euroliiga võitjaks .",obj,"adit,prop,sg"
3922638,39,55,keskkonnaobjekti,adit,Rohkem kui miljon krooni maksma läinud keskkonnaobjekti aitasid tänapäevase tipptehnoloogia abil luua ja seadmestada Põhjamaad .,obj,"adit,com,sg"
3936545,26,38,Tallinnfilmi,adit,"Aitasin siis suvevaheajal Tallinnfilmi , olin umbvenelasest rezhissööri ja näitlejate vahel tõlgiks , nühkisin näitlejatega proovi teha .",obj,"adit,prop,sg"
3993778,18,23,Rocki,adit,"Tein aitab esmalt Rocki kõvasti , kuid viimased poolteist kuud mööduvad langevas joones .",obj,"adit,com,sg"
4048282,89,94,Liitu,adit,"Erinevalt mullusest , mil koondislased pidid kulud ise kandma , aitab tänavu Eesti Golfi Liitu Forekspank .",obj,"adit,prop,sg"
4092800,40,45,linna,adit,Riigi tehnilise järelvalve inspektsioon linna ei aita,obj,"adit,com,sg"
4158459,79,88,meeskonda,adit,"Kui Prantsusmaa lõi 1998. aasta MM-finaalis Brasiiliat 3 : 0 , aitas Zizou oma meeskonda kahe väravaga .",obj,"adit,com,sg"
4188695,78,87,meeskonda,adit,"Suve teisel poolel tahan keskenduda juba meeste turniiridele , aitan ka Eesti meeskonda Davise karikasarjas .",obj,"adit,com,sg"
4302942,82,87,Reali,adit,"Samas liitus hispaanlastega Leedu kuulsaim korvpallur Arvydas Sabonis , kes aitas Reali 1995. aastal Euroliiga võitjaks .",obj,"adit,prop,sg"
4416726,16,39,erastamiskontseptsiooni,adit,Tallinna Sadama erastamiskontseptsiooni aitavad erastamisagentuuril Euroopa Liidu majandusabiprogrammi Phare raames koostada Prantsuse firmad Credit Commerce de France ja Logion .,obj,"adit,com,sg"
4447016,12,15,end,,ärimaailmas end järjele aidanud Lepikson kibeles ammu uue tööpõllu järele avalikus sektoris .,obj,nominal
4504023,116,121,hulka,,Euroopa klubide karikavõistlustel aitasid Indrek Pertelson ja Aleksei Budõlin Saksamaa Abesbergi klubi nelja parema hulka .,obj,post
4596820,44,54,konkurenti,adit,"Aga ma ei usu , et doping ühtki Toomas Savi konkurenti presidendivalimistel aitaks .",obj,"adit,com,sg"
4611632,136,147,arengujärku,adit,"Investeerimispanga Cresco juhatuse esimehe ja Cliftoni juhatuse liikme Olev Schultsi sõnul aitab võimeka rahastaja kaasamine firma uude arengujärku , kus seni katsetootmises olnud uut tüüpi pooljuhtstruktuurid võivad peagi leida tee maailmaturule .",obj,"adit,com,sg"
4611716,136,147,arengujärku,adit,"Investeerimispanga Cresco juhatuse esimehe ja Cliftoni juhatuse liikme Olev Schultsi sõnul aitab võimeka rahastaja kaasamine firma uude arengujärku , kus seni katsetootmises olnud uut tüüpi pooljuhtstruktuurid võivad peagi leida tee maailmaturule .",obj,"adit,com,sg"
4654043,119,133,suusaparadiisi,adit,"Ligi 45 minutit räiget trügimist ja nügimist rahvusvahelises melus viis tõstuki kabiini , mis aitas turistid igatsetud suusaparadiisi .",obj,"adit,com,sg"
4707897,112,118,plussi,adit,"Tallinna börsil algas nädal sündmustevaeselt ja passiivses meeleolus , Telekomi aktsia kerge tõus aitas indeksi plussi .",obj,"adit,com,sg"
4707929,121,127,plussi,adit,"Tallinna börsil algas nädal sündmustevaeselt ja passiivses kauplemismeeleolus , Telekomi aktsia kerge tõus aitas indeksi plussi .",obj,"adit,com,sg"
4712909,11,16,Leiba,adit,"Tartu Pere Leiba aidanud Päll tunneb võrkpalli ja eesti mehi ning nende baasettevalmistust ju paremini , Meresaare sõnul sai ta hästi hakkama .",obj,"adit,com,sg"
4770246,0,9,Vägivalda,adit,"Vägivalda poliitikas aitab vältida võimuvõitluse kultuuristumine , millest koos ajutiste tagasilangustega koosnebki inimkonna ajalugu .",obj,"adit,com,sg"
4824125,112,121,nimekirja,adit,"Põhjala rõhutas , et lisaks saadud enesekindlusele aitab meistritiitel Indreku ka kohtunike jaoks "" soodsamasse nimekirja "" .",obj,"adit,com,sg"
5049869,0,8,Detroiti,adit,"Detroiti ei aidanud ka õhtu suurima skoori eest hoolitsenud Jerry Stackhouse , kes tõi oma meeskonnale 41 punkti .",obj,"adit,prop,sg"
5063796,17,23,jooksu,adit,Aitas leerivenna jooksu,obj,"adit,com,sg"
5117622,149,160,põhirivaali,adit,"Laupäeval käis Kuusmaa Oostendes külas Gert Kullamäel ja Rauno Pehkal ja vaatas , kuidas eestlased aitasid kohaliku Telinduse tähtsa 89 : 73 võiduni põhirivaali Charleroi üle .",obj,"adit,com,sg"
5397348,6,16,PRESIDENTI,adit,AITAN PRESIDENTI JA LAARI .,obj,"adit,com,sg"
5427955,6,16,JÄRELKASVU,adit,AITAB JÄRELKASVU .,obj,"adit,com,sg"
5462258,21,32,piiritsooni,adit,"NATO aitas serblased piiritsooni , küll siis aitab ta need varsti ka Kosovosse .",obj,"adit,com,sg"
5507339,70,75,Zairi,adit,"Zairi modell Gunnar : "" Ei , mulle see lihtsalt meeldib , samas aitan Zairi ja tema aitab mind .",obj,"adit,prop,sg"
5519780,52,61,meeskonda,adit,""" Kui mängin hästi siin Sydneys ja aitan Austraalia meeskonda Davise karika finaalis Prantsusmaaga , olen aastaga rohkem kui rahul .",obj,"adit,com,sg"
5578312,113,117,Mori,adit,"Vahistatud Masakuni Murakami kuulub nende Liberaaldemokraatliku partei ( LDP ) juhtfiguuride sekka , kes aitasid Mori möödunud aastal peaministriks .",obj,"adit,prop,sg"
5726136,114,125,kaalukaussi,adit,"Erinevalt kurjade keelte kommentaaridest , kes Eestisse kolimise otsuse taga ainult odavat tööjõudu nägid , aitas kaalukaussi meie kasuks kallutada ka Põhja-Iirimaaga kõige sarnasem majanduslik taust ja strateegiliselt soodne asukoht .",obj,"adit,com,sg"
6125365,27,36,euroliitu,adit,Katoliku kirik aitas Leedu euroliitu,obj,"adit,com,sg"
6364314,280,285,riiki,adit,"Ma ei taha eriti arutleda ka selle üle , kas Tõnis Palts käitus eetiliselt või mitte , sest vastasel korral peaksime andma eetilise hinnangu ka kõigile neile välisinvestoritele , kes Eesti soodsat maksusüsteemi arvestades on oma raha siia toonud , uusi töökohti loonud ning Eesti riiki kõvasti aidanud .",obj,"adit,com,sg"
6423354,82,87,tippu,adit,"Michael Park palgati Markko Märtini kõrvale selleks , et ta aitaks eestlase ralli tippu .",obj,"adit,com,sg"
6423639,174,180,Iraaki,adit,"BAGDAD , 19. september ( EPLO ) - Iraagi president Jalal Talabani ütles esmaspäevasel kohtumisel Eesti peaministri Andrus Ansipiga , et Iraak ei unusta neid riike , kes kord Iraaki aitasid .",obj,"adit,prop,sg"
6436947,90,95,riiki,adit,Peaminister Juhan Parts andis eile Stenbocki majas vastuvõtul ligi 200 riigiametnikule ja riiki eurokampaanias aidanud erafirmade töötajatele üle tänukirjad .,obj,"adit,com,sg"
6489323,178,187,Kadriorgu,adit,"Selles , et järgmist riigipead sepistatakse juba tänavustel kohalikel valimistel , on veendunud Rahvaliidu esimees Villu Reiljan , kelle visadus aitas 2001. aastal Arnold Rüütli Kadriorgu .",obj,"adit,prop,sg"
6489788,55,60,Liitu,adit,"Seal on juttu Lend Lease'ist , kui USA aitas Nõukogude Liitu Teises maailmasõjas .",obj,"adit,com,sg"
6500463,171,182,tollipunkti,adit,"Enne , kui autod Eestisse jõudsid , organiseeris ta neile Eestis arvele võtmiseks vajalikud dokumendid- tollideklaratsioonid , milles Kangerit süüdistuse kohaselt aitasid tollipunkti klienditeenindajad Mägi , Kalaus , Iljušin ja Heinsoo .",obj,"adit,com,sg"
6761253,155,160,linna,adit,"Kaasani Jumalaema imettegev ikoon , mille hoidmiseks andis Paul I käsu ehitada Kaasani kirik , on aidanud hädades mitte ainult valikuliselt Peetri rajatud linna , vaid kogu emakest Venemaad .",obj,"adit,com,sg"
6944024,130,140,Kivistikku,adit,"Kõige kogenum , 30-aastane Ilona Poljakova , ühtlasi tenniseliidu peasekretär , teeb Estorilis ka esindajatööd ja aitab vajadusel Kivistikku .",obj,"adit,com,sg"
7195592,21,26,rüppe,adit,Täna aitame Su mulla rüppe .,obj,"adit,com,sg"
7258128,26,31,tiimi,adit,Erwing ehk Dr J aitas oma tiimi Philadelphia 76-ersi profiliiga võitjaks ja valiti läbi aegade parima 50 profikorvpalluri hulka .,obj,"adit,com,sg"
7260785,119,133,suusaparadiisi,adit,"Ligi 45 minutit räiget trügimist ja nügimist rahvusvahelises melus viis tõstuki kabiini , mis aitas turistid igatsetud suusaparadiisi .",obj,"adit,com,sg"
7338509,24,31,sittagi,adit,"Beebitõrjepillid polnud sittagi aidanud , tea , kas tüdruk neid korralikult võttiski .",obj,"adit,com,sg"
7522054,60,65,kooli,adit,Ka lastevanemad toetasid haridust täiest hingest ja aitasid kooli nii nõu kui ka jõuga .,obj,"adit,com,sg"
7582398,85,92,kadusid,,Ülekoormatud kontaktliini lõikude ja halbade kontaktide kõrvaldamine aitab vähendada kadusid .,obj,"af,impf,indic,mod,ps,ps2,sg"
7838740,55,60,valda,adit,"Pärnu maavalitsuse ehitusnõunik  Ain Birk  , kes Kihnu valda aitas , vaidleb sellele vastu .",obj,"adit,com,sg"
7932931,17,23,kõrtsi,adit,"Sama trikk aitas kõrtsi ukseni loovimiselgi , ent seal lausus Muzafar šveitserile , kelle ta oli välja põmminud : ma jäin eile Borkale raha võlgu , tulin seda ära tooma .",obj,"adit,com,sg"
8225299,60,74,spordikarjääri,adit,Kriminaalpolitseinikuna igapäevatööd teinud Arnold Viidingu spordikarjääri aitasid aga lõpetada ajakirjanikud Berliini olümpiamängude järgse ülekohtuse kriitikatulvaga .,obj,"adit,com,sg"
8320420,42,52,Hansapanka,adit,"On ka teada , et karm mees Lao on aidanud Hansapanka selle varastel aastatel , hoides teisi karme mehi eemal .",obj,"adit,prop,sg"
8323510,30,38,Maapanka,adit,"Näiteks ei aidanud Eesti Pank Maapanka , kuid turgutas 255 miljoni krooni suuruse rahasüstiga taas elule Forekspanga ( praegu Optiva ) , kus oli suur osalus Vahur Krafti onupojal  Gunnar Kraftil  .",obj,"adit,prop,sg"
8426714,119,132,Koonderakonda,adit,"Või näiteks kultuuriminister Jaak Allik , kellel on Viljandis oma toetajaskond ning kes nii aitaks Mulgimaal kindlasti Koonderakonda .",obj,"adit,com,sg"
8558282,0,9,Gratshovi,adit,Gratshovi ei aidanud ka armee valdav toetus Jeltsinile presidendivalimiste esimeses voorus .,obj,"adit,prop,sg"
8585811,34,43,nimekirja,adit,"Muidugi aitas minu kandideerimine nimekirja , milles osalesin , kuid see polnud minu kandideerimise põhjuseks , mida võivad kinnitada kõik asjaga kursis olevad inimesed .",obj,"adit,com,sg"
8663822,11,16,Silda,adit,"Ei aidanud Silda ka uus soeng , sisu oli sama .",obj,"adit,com,sg"
8689401,0,10,Berendseni,adit,Berendseni ei aidanud ka treener Sven Andresoo näpunäited paku tabamiseks .,obj,"adit,prop,sg"
8765688,58,67,meeskonda,adit,Põhitoetajale Eesti Mobiiltelefonile lisandus seni Kalevi meeskonda aidanud Eesti Telekom .,obj,"adit,com,sg"
8972498,156,164,Rocketsi,adit,"Kuuest kohtumisest viis võitnud Lakers juhtis 1.38 enne lõpuvilet 89 : 84 , kuid Carlos Rogersi tabamus ja Steve Francise vabavisked aitasid kodus mänginud Rocketsi ühe punkti kaugusele .",obj,"adit,prop,sg"
9002555,0,10,Saatejuhti,adit,"Saatejuhti aitab ikkagi terav kõrv , sest vahel annab petja välja telefonis kostev helitaust : juba tuttav lapsekisa või kohvikannu vilin .",obj,"adit,com,sg"
9136245,5,14,meeskonda,adit,"Seni meeskonda aidanud välismaalastest , ameeriklastest Brian Oliverist ja Darnell Robinsonist kavatseb Apollon loobuda .",obj,"adit,com,sg"
9356469,15,20,tippu,adit,Aitas USA taas tippu,obj,"adit,com,sg"
9531850,0,11,Rezhissööri,adit,Rezhissööri aitab tema ema Margalith .,obj,"adit,com,sg"
9548148,30,35,Billi,adit,"Niisamuti , kui ta on aidanud Billi , kõneldes valimiskampaania ajal tribüünil hääle kaotanud mehe eest .",obj,"adit,com,sg"
9742730,19,32,Koonderakonda,adit,"Tõsi ta on , eriti Koonderakonda ja osalt ka Maaliitu aitaks nende ühinemine .",obj,"adit,com,sg"
9868560,56,61,kooli,adit,"Olgem ometigi kord sõbralikud ja heatahtlikud , aidakem kooli sisuliselt , sest tänane õpilane on ju homne spetsialist .",obj,"adit,com,sg"
