sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
8881559,84,88,sama,nom,"Pirita linnaosa vanemana asendas Salu ametnike töö erafirmadelt teenuse ostmisega , sama soovib ta teha spordiklubidega , kellelt linn ostab ülalpidamise asemel teenust .",advmod,"nom,sg"
10851418,0,4,Sama,nom,Sama ei soovi teha ta EOK .,advmod,"nom,sg"
4276355,140,144,sama,nom,"Kui me tahame , et meie meeste igavesed puhkepaigad oleks korrastatud , säiliks tulevastele põlvedele ja oleks austatud oma asukohas , siis sama soovivad teised rahvad ka meilt .",advmod,"nom,sg"
4310020,139,143,sama,nom,"Kui tahame , et meie meeste igavesed puhkepaigad oleks korrastatud , säiliksid tulevastele põlvedele ja oleks austatud oma asukohas , siis sama soovivad teised rahvad meilt .",advmod,"nom,sg"
4848535,142,146,sama,nom,"Kui me tahame , et meie meeste igavesed puhkepaigad oleks korrastatud , säiliksid tulevastele põlvedele ja oleks austatud oma asukohas , siis sama soovivad teised rahvad ka meilt .",advmod,"nom,sg"
8681037,76,80,sama,nom,"Nagu juurdleja sõnas , nõuab Virgo enda kohta psühhiaatrilist ekspertiisi , sama soovib Virgole ka tema advokaat .",advmod,"nom,sg"
8881559,84,88,sama,nom,"Pirita linnaosa vanemana asendas Salu ametnike töö erafirmadelt teenuse ostmisega , sama soovib ta teha spordiklubidega , kellelt linn ostab ülalpidamise asemel teenust .",advmod,"nom,sg"
9043429,0,4,Sama,gen,"Sama soovin teilegi , deputaadi-isandad ja -emandad .",advmod,"gen,sg"
9579525,24,28,paha,nom,"Mitte et nad meile just paha sooviks , aga kõigi muude väärtuslike omaduste juures on sel rahval üks kindel miinus .",advmod,"nom,pos,sg"
10851418,0,4,Sama,nom,Sama ei soovi teha ta EOK .,advmod,"nom,sg"
11396305,40,44,sama,nom,"Kui Tali loodab tugevale servile , siis sama soovib mõistagi ka Selver .",advmod,"nom,sg"
13958975,39,43,sama,nom,"Delta keskmängija Andrus Renter soovis sama , märkides , et ta pigem rabeleb korvi all Metstaki vastu kui Kalevi musta Gerald Eakeriga .",advmod,"nom,sg"
16966141,21,25,sama,nom,la Eve Kivi salamisi sama soovivad .,advmod,"nom,sg"
19767724,19,23,sama,nom,Enely: karl soovid sama mis maarjagi ve,advmod,"nom,sg"
128250,38,42,sama,nom,Seda soovib opositsiooniline Likud ja sama soovitasid Peresile ka mõned valitsuskabineti liikmed .,advmod,"nom,sg"
1050879,176,180,sama,nom,"President Thomas Klestil , kes on avalikult ilmutanud oma vastumeelsust Vabaduspartei suhtes , kaitses meeleavaldamisvabadust , kuid kutsus kõiki osalejaid vältima ekstsesse , sama soovitasid ka kirikujuhid .",advmod,"nom,sg"
1631339,0,4,Sama,nom,"Sama soovitas ta läinud reedel Maie Oravale , kellele uus orden tähendab umbes tuhande kroonist väljaminekut .",advmod,"nom,sg"
3363045,44,48,sama,nom,"Mandi sõnul peaks riik enam raha eraldama , sama soovitasid ka eelmisel nädal Eestis käinud maailma tervishoiuorganisatsiooni ( WHO ) eksperdid .",advmod,"nom,sg"
5816814,87,91,sama,nom,"Pikema motokultuuriga Euroopa maades on mootorratastele kehtestatud tasuta parkimine , sama soovitame praktiseerida ka meil .",advmod,"nom,sg"
5841912,0,4,Sama,nom,Sama soovitas elanikele ka linnaosa vanem Enno Tamm - ühineda ja tegutseda organiseeritult .,advmod,"nom,sg"
6996054,201,205,sama,nom,"PRAHA , 16. juuni ( EPLO ) - Euroliidu poolt otsustanud Tšehhil on järgmisena rahvahääletusele minevale Eestile üks soovitus - hääletada ELi astumise poolt , ütles Tšehhi välisminister Cyril Svoboda , sama soovitas ka peaminister Vladimir Spidla , kirjutab Postimees .",advmod,"nom,sg"
7972081,8,12,sama,nom,""" Umbes sama soovitas mulle ka Tiia .",advmod,"nom,sg"
10313360,0,4,Sama,nom,"Sama soovitas Tohver ka Eestis rakendada : “ Maavalitsusel peaks uhke tunne olema , kui tema piirkonnas on tervishoid hästi korraldatud . ”",advmod,"nom,sg"
12145770,0,4,Sama,nom,Sama soovitab ta ka harilikele naistele .,advmod,"nom,sg"
12398102,100,104,sama,nom,"Briti tsiviillennunduse amet võttis eile kompanii British Airways seitsmelt Concorde'ilt lennuloa , sama soovitavad Prantsuse eksperdid ette võtta firma Air France Concorde'idega .",advmod,"nom,sg"
13109379,8,12,sama,nom,"Täpselt sama soovitab ka Viimsi Tervis SPA jõusaalitreener Marek Morozov vastuseks küsimusele , kuidas kõhn ja kiitsakas umbes 70 kilo kaaluv noormees kaalukamaks saaks : « Algul võiks süüa 5–8 korda päevas .",advmod,"nom,sg"
14671920,14,18,sama,nom,"soovitan seda sama sulle "" karismaatik "" .. irw",advmod,"nom,sg"
16018191,13,17,sama,nom,"Jah soovitan sama , mis eelnev rääkija , Cool Edit Pro , saab palju asju suht lihtsalt tehtud .",advmod,"nom,sg"
17225259,37,41,sama,nom,"Enel Kõrva pakub naeruselt viimast , sama soovitanud ka USA treenerid .",advmod,"nom,sg"
17797702,9,13,sama,nom,Soovitan sama mida bluelite .,advmod,"nom,sg"
4253942,51,55,sama,nom,"Sageli täiskasvanuid isegi ei huvita , kas ka laps sama tahab või kas ta on selleks võimeline .",advmod,"nom,sg"
5955374,24,28,sama,nom,"Ta tahtis teada täpselt sama mis minagi : miks ma MM-il ilma medalia jäin , "" muigab Veerpalu .",advmod,"nom,sg"
7412186,97,101,sama,nom,"Toomas meelest tuli see mugavusest , olid ju ameeriklased mugavad , sõid kiiresti ja püstijalu , sama tahtsid nad saada ka surmalt ning sellega seoses olevalt protsessioonilt .",advmod,"nom,sg"
10062463,97,101,sama,nom,Kokkota sõnul ehitavad Helsingi looduskaitsjad kasutatud külmkappidest kompostimiskaste ümber ja sama tahavad tegema hakata ka eesti noored looduskaitsjad .,advmod,"nom,sg"
10937431,21,25,sama,nom,"“ Tema tahab täpselt sama , milles minagi üritan selgusele jõuda . ”",advmod,"nom,sg"
14831477,0,4,SAMA,nom,SAMA TAHAVAD SULLE ÖELDA KÕIK TEISED INIMESED .,advmod,"nom,sg"
15389642,50,54,sama,nom,"to Hui Nuaar , pole midagi , oleksin eile Kyllile sama tahtnud öelda Aga muidugi pole kena kasutada teiste aliasi ja nickname / oleme leppinud ?? / Andestus soku poolt täielik !",advmod,"nom,sg"
15889489,50,54,sama,nom,"Soomlaste maitse peaks olema eestlaste omaga üsna sama tahtsime ju kunagi , nagu sajakrooniselt lugeda , sildagi üle lahe ehitada .",advmod,"nom,sg"
16745294,0,4,Sama,nom,Sama tahaks soovida ka Enn Ojale .,advmod,"nom,sg"
17032442,17,20,esi,nom,"« Tuut tahaks ma esi oma silmaga perra kaiia , kuismoodu teistel om elamised sätitud , » ütleb Urve Teder .",advmod,"com,nom,sg"
19545353,22,26,vana,nom,Matsalka: tegelt väga vana ei tahakski,advmod,"nom,pos,sg"
21122344,17,21,sama,nom,mamagan: ma just sama tahtsin öölda liisa,advmod,"nom,sg"
260722,140,144,sama,nom,"“ Tellitult positiivne , tendentslikult edumeelne , korralik-karske ” oli M. Peili ( 1989 ) hinnangul tolleaegsete ajakirjade lugemisvara , sama tajume ka kujunduses .",advmod,"nom,sg"
2034720,0,4,Sama,nom,Sama taotlenud Lätil ei õnnestunud oma tingimusi läbi suruda .,advmod,"nom,sg"
9978212,8,12,sama,nom,Täpselt sama taotleme me ka moodsa muusika esitamisel .,advmod,"nom,sg"
