,text,span,correct
26,"Ringid : Tooma Männikjärve raba Tooma , Tooma Männikjärve raba Mustjõgi Männikjärv Tooma , Tooma Kaasikjärve raba Endla järv Männikjärve raba Tooma , Kärde Endla järv Männikjärve raba Tooma .","{'start': 167, 'end': 183, 'text': 'Männikjärve raba', 'labels': ['LOC']}",no
27,Island on 103 000 km² suurune saar Atlandi ookeani põhjaosas .,"{'start': 35, 'end': 50, 'text': 'Atlandi ookeani', 'labels': ['LOC']}",yes
28,5. juunil võrkpalliturniir « Suvehani » Paralepa rannas,"{'start': 40, 'end': 55, 'text': 'Paralepa rannas', 'labels': ['LOC']}",no
29,ÕÕM ON OLLA BRASIILLANE : Noorsugu Rio de Janeiros Ipanema rannas .,"{'start': 51, 'end': 65, 'text': 'Ipanema rannas', 'labels': ['LOC']}",no
30,"Eestis oli tänavu kõige soojem merevesi - 25 kraadi -juuli algul ja juuli lõpus Saaremaal Järve rannas , Pärnu rannas ja Paralepas .","{'start': 105, 'end': 117, 'text': 'Pärnu rannas', 'labels': ['LOC']}",no
31,"Viieaastase uurimisprojekti tulemusena selgus , et Liivi laht on täiesti normaalse puhtusastmega Läänemere piirkond , tõdeti Jurmalas toimunud Liivi lahe projekti lõpusümpoosionil .","{'start': 143, 'end': 153, 'text': 'Liivi lahe', 'labels': ['LOC']}",yes
32,""" See sai alguse vist sellest , et Sulev kutsus mind Paukjärve rabasse .","{'start': 53, 'end': 70, 'text': 'Paukjärve rabasse', 'labels': ['LOC']}",no
33,"Troparjovo tiik on üks 11 veekogust , kus Moskva piires sanitaarnormide kohaselt ujuda võib .","{'start': 0, 'end': 15, 'text': 'Troparjovo tiik', 'labels': ['LOC']}",no
34,""" Paigutame sulelised piirivalvurid oma piirile Saskatchewanist Atlandi ookeanini , "" ütles Harvey Artsob Kanada Laboratoorsest Haiguskontrolli Keskusest Ottawas .","{'start': 64, 'end': 81, 'text': 'Atlandi ookeanini', 'labels': ['LOC']}",yes
35,"Augustis Jägala joal toimuva ilutulestikupeo "" Suur pauk "" peakorraldaja , Pürotehnikute Liidu esimees Eduard Tani käis Hiinas võistluste tarvis atraktiivset tehnikat valimas , uurimas , kuidas valmistatakse pürotehnikat ja kuidas rakettide õhku laskmine õieti käib .","{'start': 9, 'end': 20, 'text': 'Jägala joal', 'labels': ['LOC']}",no
36,"Lisaks rahvusvahelisele ilutulestikuvõistlusele võib Paralepa randa sattuda ka üks maailmakuulus artist , kellega läbirääkimised on korraldaja sõnul jõudnud lõppfaasi .","{'start': 53, 'end': 67, 'text': 'Paralepa randa', 'labels': ['LOC']}",no
37,"Vette on asju ennegi ehitatud - lava Tamula järve ning Kadrioru tiigile , kuid sild on meelelahutusürituste ajaloos esmakordne .","{'start': 55, 'end': 71, 'text': 'Kadrioru tiigile', 'labels': ['LOC']}",no
38,"Nende aastate jooksul , kui vald võttis koos Endla looduskaitseala juhtkonnaga Norra-Oostriku allikate piirkonda puhkekohti rajada , pole varem midagi lõhutud ega ära viidud , lausus Kuriks .","{'start': 79, 'end': 102, 'text': 'Norra-Oostriku allikate', 'labels': ['LOC']}",no
39,"Branson , 49 , kes ületas Atlandi ookeani 1987 . aastal esimesena õhupalliga , ei pea prantslaste rekordi löömist kuigi kergeks .","{'start': 26, 'end': 41, 'text': 'Atlandi ookeani', 'labels': ['LOC']}",yes
40,""" Kui vajutan nupule , jääb skuuter seisma , "" märkis ainsana Pärnu rannas skuutriteenuseid pakkuva firma projektijuht .","{'start': 62, 'end': 74, 'text': 'Pärnu rannas', 'labels': ['LOC']}",no
41,"See Eesti malekuulsusele kuuluv pooleliolev "" loss "" Vaigu rannas pidi keskkonnaamtnike sõnul algselt tulema väike tagasihoidlik suvemajake .","{'start': 53, 'end': 65, 'text': 'Vaigu rannas', 'labels': ['LOC']}",no
42,"Leningradi oblasti valitsuse komitee esimees Grigori Dvas väitis Tallinnas transiidiseminari ajal peetud pressikonverentsil , et majanduslikust seisukohast on Venemaa soov rajada Soome lahe äärde oma sadamad igati arusaadav .","{'start': 179, 'end': 189, 'text': 'Soome lahe', 'labels': ['LOC']}",yes
43,"Tumedatriibulises kampsunis , vuntsidega keskeas mees jätkab sigaretti tõmmates õhulosside ehitamist , joonistab Saaremaa pikima poolsaare , Sõrve sääre rannikule lennuvälja , kümneid meelelahutuskohti , raudtee ning uue sadama .","{'start': 141, 'end': 152, 'text': 'Sõrve sääre', 'labels': ['LOC']}",no
44,Kolmapäeval kell 21.15 Riia mäe ärihoovist väljunud Nissan Sunny sõitis külge jalgratturile .,"{'start': 23, 'end': 31, 'text': 'Riia mäe', 'labels': ['LOC']}",no
45,"Tema võetud videolindil on näha Jolo saare Talipao mägedes bambusonni põrandal kobaras koos istuvaid õnnetute nägudega kurnatud turiste , kes rääkisid katkeva häälega oma olukorrast .","{'start': 43, 'end': 58, 'text': 'Talipao mägedes', 'labels': ['LOC']}",no
46,Neemest läbi sõites peatub jaht aprillis Tshiili sadamalinnas Valparaisos ning võtab seejärel kursi Vaikse ookeani saartele .,"{'start': 100, 'end': 114, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
47,x FI-Riia ring-Nooruse-Ravila-Kannikese-LKV-Näituse-Tervishoiu-Maarjamõisa-Kaare-Kastani-Riia mägi-Kesklinn-Pärmivabrik-Kanali-Emajõe-Kalda tee-Kaunase pst-Mõisavahe-Nõlvaku .,"{'start': 2, 'end': 173, 'text': 'FI-Riia ring-Nooruse-Ravila-Kannikese-LKV-Näituse-Tervishoiu-Maarjamõisa-Kaare-Kastani-Riia mägi-Kesklinn-Pärmivabrik-Kanali-Emajõe-Kalda tee-Kaunase pst-Mõisavahe-Nõlvaku', 'labels': ['LOC']}",yes
48,"AS Pirita Rannahoone on kavandanud 20. juuniks piduliku rannasuve avamise , 21. juunil on lastesuve avamine , 22. juunil on rannamängude päev , 23. juunil on Pirita rannas jaanilaupäev , ning 24. juunil sümboolne tervise taastamise päev .","{'start': 158, 'end': 171, 'text': 'Pirita rannas', 'labels': ['LOC']}",no
49,"Eesti Põllumajandusülikooli peahoone on juba üle poole aasta mitte Riia mäel , vaid Tallinna maantee kõrval linna ääres .","{'start': 67, 'end': 76, 'text': 'Riia mäel', 'labels': ['LOC']}",no
50,Pärnu rannas,"{'start': 0, 'end': 12, 'text': 'Pärnu rannas', 'labels': ['LOC']}",no
51,"“ Otse vastupidi , ” sõnas Schrempp , “ me loome uusi töökohti mõlemale poole Atlandi ookeani , et veelgi kasvada . ”","{'start': 78, 'end': 93, 'text': 'Atlandi ookeani', 'labels': ['LOC']}",yes
52,Inglismaalt levis moodne vabamüürlus Prantsusmaale ( 1725 ) ja teistesse Euroopa riikidesse ning leidis kiiresti tee Ameerika mandrile .,"{'start': 117, 'end': 134, 'text': 'Ameerika mandrile', 'labels': ['LOC']}",no
53,"Kas ei vääriks see järgimist ka siinpool Soome lahte , et hoida rahvuslikku kultuuripärandit ikka elava ja tuntuna ?","{'start': 41, 'end': 52, 'text': 'Soome lahte', 'labels': ['LOC']}",yes
54,Kella kolmeks on Kõu jõudnud Sõrve poolsaare tipu lähedale Mõntu sadama kohale ning jääb seal tormivarju ankrusse .,"{'start': 29, 'end': 44, 'text': 'Sõrve poolsaare', 'labels': ['LOC']}",yes
55,"Käo-Kingsepa ojal käib aga maaparandus , kopp suundub otsustavalt kopratammi poole .","{'start': 0, 'end': 17, 'text': 'Käo-Kingsepa ojal', 'labels': ['LOC']}",no
56,"Parimateks jõhvika kasvukohtadeks loetakse Emajõe suursood , Laeva ja Muraka raba ning Agusalu sood .","{'start': 70, 'end': 81, 'text': 'Muraka raba', 'labels': ['LOC']}",no
57,"Pikki tunde ei olnud meil kindlaid tõendeid , et Pärnu lahes pole jääpangal enam ühtegi inimest .","{'start': 49, 'end': 60, 'text': 'Pärnu lahes', 'labels': ['LOC']}",yes
58,"Idee korraldada suvepäev Pakri poolsaarel kuulub SALi presidendile Ivi-Els Schneiderile , kes ise Klooga kandi elanikuna on jõudnud Pakri poolsaare risti ja põiki läbi uurida .","{'start': 25, 'end': 41, 'text': 'Pakri poolsaarel', 'labels': ['LOC']}",yes
59,"8. mail otsustas Tallinna linnavolikogu opositsiooni vastuseisule vaatamata , et Tallinnas Kopli neeme tipus asuva Bekkeri sadama kaudu tohib vedada ka naftasaadusi .","{'start': 91, 'end': 102, 'text': 'Kopli neeme', 'labels': ['LOC']}",no
60,"Viimane neist kasvab ainult Iisraelis , Jordaanias ja Egiptuses Siinai kõrbes .","{'start': 64, 'end': 77, 'text': 'Siinai kõrbes', 'labels': ['LOC']}",no
61,"Kurkse väinas oli tormiolukord , kui Eesti rahuvalvajad neljapäeva lõuna ajal Suur-Pakrilt Kurkse sadama suunas teele asusid .","{'start': 0, 'end': 13, 'text': 'Kurkse väinas', 'labels': ['LOC']}",yes
62,Kurkse väina ületanud rahuvalvaja Lauri Puss oli eile õhtul kadunute hulgas .,"{'start': 0, 'end': 12, 'text': 'Kurkse väina', 'labels': ['LOC']}",yes
63,"Nüüdseks on järg jõudnud Aafrika ja Aasia mandri kätte , samuti ollakse valmis vastu võtma endistest sotsialismimaadest pärit sportlasi .","{'start': 36, 'end': 48, 'text': 'Aasia mandri', 'labels': ['LOC']}",no
64,Tallinna linn maksab ESS Tallinnale Pirita ranna valvamise eest tänavu 287 000 krooni .,"{'start': 36, 'end': 48, 'text': 'Pirita ranna', 'labels': ['LOC']}",no
65,Tallinna lahe meresõiduteedelt leiti 51 meremiini .,"{'start': 0, 'end': 13, 'text': 'Tallinna lahe', 'labels': ['LOC']}",yes
66,Stroomi rand oli kunagi tallinlaste armastatuimaid ajaviitepaiku .,"{'start': 0, 'end': 12, 'text': 'Stroomi rand', 'labels': ['LOC']}",no
67,"Pikemas perspektiivis võib meeleheiteriik Põhja-Korea saada partneriks mõnele teisele riigile , mis soovib pingestada olukorda Vaikse ookeani piirkonnas .","{'start': 127, 'end': 141, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
68,Viljalaadungiga kaubalaev oli teel Riiast Peterburi ja sattus õnnetusse Vaindloo saarest kümme miili kagus ning Letipea neemest kümme miili põhjas .,"{'start': 112, 'end': 127, 'text': 'Letipea neemest', 'labels': ['LOC']}",no
69,"Ametlikult väljendudes - strateegilisel võtmepositsioonil Araabia poolsaare kaguosas , omades seeläbi kontrolli Omaani lahte ning Araabia merd läbivate tähtsate kaubateede üle .","{'start': 58, 'end': 75, 'text': 'Araabia poolsaare', 'labels': ['LOC']}",yes
70,"Sõjaväebaaside lähedal asuvatel õnnepaleedel on kibedad tööpäevad , sest sõdurid tahavad veel enne Pärsia lahe poole teele asumist oma pruudid altari ette viia .","{'start': 99, 'end': 110, 'text': 'Pärsia lahe', 'labels': ['LOC']}",yes
71,"Ma ei hakanud seal trassil kõnelema Arrase nõust , sellest , et Arras üsna pea tahab Ukuaru oja kallale ekskavaatorid tuua .","{'start': 85, 'end': 95, 'text': 'Ukuaru oja', 'labels': ['LOC']}",no
72,"Stroomi rand , mis oli Kopli lahe idaosa saastatuse tõttu üle kahekümne aasta suletud , taasavati suplejatele tänavu 10. juulil .","{'start': 0, 'end': 12, 'text': 'Stroomi rand', 'labels': ['LOC']}",no
73,"Kriitika Ühendriikide kohtusüsteemi pihta oli kohe neutraliseeritud järgmise lõiguga , kus Pärsia lahe teema oli lahendatud tüüpilises sõja ( väe ) propaganda stiilis .","{'start': 91, 'end': 102, 'text': 'Pärsia lahe', 'labels': ['LOC']}",no
74,""" Mis oleks , kui täidaks selle muna maasikate ja šokolaadi ning pähklitega , "" ütles Varblane just sellise poeedi kombel , kes Saharas janusse surres riimib värsse Atlandi ookeanist .","{'start': 165, 'end': 182, 'text': 'Atlandi ookeanist', 'labels': ['LOC']}",yes
75,Saabumine Rio de Janeirosse oli kui kevadiselt Soomaalt juulikuisesse Pärnu randa sattumine .,"{'start': 70, 'end': 81, 'text': 'Pärnu randa', 'labels': ['LOC']}",no
76,Aga Eloan ei läinud hoopiski Korgorathi mägedesse Getmanne tippu .,"{'start': 29, 'end': 49, 'text': 'Korgorathi mägedesse', 'labels': ['LOC']}",no
77,"Jah , jaapanlased plaanisid luua hullumeelset riiki , mis ulatuks Vaiksest ookeanist Atlandi ookeanini .","{'start': 66, 'end': 84, 'text': 'Vaiksest ookeanist', 'labels': ['LOC']}",yes
78,"Ürümchit piiravad kolmest küljest , idast , läänest ja lõunast , Tian Shani mäestiku mitmed ahelikud , põhjast aga Junggari ( Džungaaria ) nõgu , mida omakorda ümbritsevad Alatau ja Altai mäestik .","{'start': 65, 'end': 84, 'text': 'Tian Shani mäestiku', 'labels': ['LOC']}",no
79,"Sven Hedinile heidab varju asjaolu , et temast jäid Taklimakani kõrbesse piinlema uiguurid ja kirgiisid , keda ta oli palganud teejuhtideks ja kaameliajajateks ning keda ta valgest eurooplasest tahtejõu ja eneseteostuseiha poolest nõrgemaks pidas .","{'start': 52, 'end': 72, 'text': 'Taklimakani kõrbesse', 'labels': ['LOC']}",no
80,"Ka linnaosa vanad kohanimed , nagu näiteks Haljasorg või Angerja oja pakuvad huvitavaid niidiotsi uurimiseks .","{'start': 57, 'end': 68, 'text': 'Angerja oja', 'labels': ['LOC']}",no
81,Linnuklubi soovitab Paljassaare poolsaare tippu rajada linnuhoiuala .,"{'start': 20, 'end': 41, 'text': 'Paljassaare poolsaare', 'labels': ['LOC']}",yes
82,Nuba mägedes tegutsevate lõuna-mässuliste ühe rühmitusega õnnestuski valitsusel hiljuti pikendada vaherahu kuni käesoleva aasta keskpaigani ning veebruari alguses jõuti nendega kokkuleppele ka rahukõneluste lõpetamise tingimustes .,"{'start': 0, 'end': 12, 'text': 'Nuba mägedes', 'labels': ['LOC']}",no
83,"Ta on teeninud Jaapanis paiknevate USA relvajõudude ülemana , Vaikse ookeani õhujõudude ülemana Havail .","{'start': 62, 'end': 76, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
84,"Perthi Fremantle'i sadamast lähtunud laev Cormo Express , mille 11 tekil lambad olid , jõu-dis pärast Jiddah' sadama keeldumist seigelda ligi kaks kuud Araabia poolsaare rannikutel , tehes vahepeatuse Kuveidis ja jõudes tagasi Punasesse merre , kus lambad Eritreas maha laaditi .","{'start': 152, 'end': 169, 'text': 'Araabia poolsaare', 'labels': ['LOC']}",yes
85,"TALLINN , 23. mai ( EPLO ) - Reedel päästsid piirivalvurid Tallinna lahel ujunud kingi ja kodukitlit kandnud alajahtunud naisterahva .","{'start': 59, 'end': 73, 'text': 'Tallinna lahel', 'labels': ['LOC']}",yes
86,"Viimase kohaselt jõudsid Vaikse ookeani lõunapoolsetele saartele esimestena Aasia meresõitjad , sest indiaanlased polevat olnud suutelised primitiivsete paatidega läbima nii pikki vahemaid .","{'start': 25, 'end': 39, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",yes
87,"Vanglaametnikud ütlesid , et Williams sai San Quentini vanglas mürgisüsti ning ta suri umbes kell 12.35 USA Vaikse ookeani aja järgi ehk kell 10.35 Eesti aja järgi .","{'start': 108, 'end': 122, 'text': 'Vaikse ookeani', 'labels': ['LOC']}",no
88,"Arafati mäelt liikusid palve-rändurid Muzdalifasse , kust nad peaks täna siirduma edasi Minasse , et loopida kividega sambaid , mille saatan olevat püstitanud Ibrahimi ( piibli Aabra- ham ) peibutamiseks .","{'start': 0, 'end': 13, 'text': 'Arafati mäelt', 'labels': ['LOC']}",no
89,"Kesklinna haljastajad korjavad iga päev Snelli tiigist kärutäite kaupa rämpsu , mida inimesed on vette loopinud .","{'start': 40, 'end': 54, 'text': 'Snelli tiigist', 'labels': ['LOC']}",no
90,"Süvasadama ehitus lükkus edasi pärast Pärnu halduskohtu hiljutist otsust tühistada Lümanda valla üldplaneering , mis lubas süvasadama rajada Küdema lahe kaldale Tamme väikesadama asemele .","{'start': 141, 'end': 152, 'text': 'Küdema lahe', 'labels': ['LOC']}",yes
91,Lõuna-Aafrika Kalahari kõrbes kasvav kaktus võib osutuda abivahendiks rasvumise vastu .,"{'start': 14, 'end': 29, 'text': 'Kalahari kõrbes', 'labels': ['LOC']}",no
92,Eelmisel nädalal käisid Vaikse ookeani saareriigi Tonga kodanikud uut parlamenti valimas .,"{'start': 24, 'end': 39, 'text': 'Vaikse ookeani ', 'labels': ['LOC']}",no
93,"Zawahiri ütles samuti , et Bin Laden ja teised Al-Qaeda juhid ei peitunud Tora Bora koobastesse , vaid võitlesid eesliinil .","{'start': 74, 'end': 95, 'text': 'Tora Bora koobastesse', 'labels': ['LOC']}",no
94,Hirmsaid uudiseid jõuab meieni viimasel ajal suurelt Atlandi ookeanilt .,"{'start': 53, 'end': 70, 'text': 'Atlandi ookeanilt', 'labels': ['LOC']}",yes
95,Tegelikult kavatseb Asta haruldased sarvedega lambad Kihnu väina merepargile müüa ja tulevikus hakkavad nad Läänemaa rannikuala roost puhtaks sööma .,"{'start': 53, 'end': 64, 'text': 'Kihnu väina', 'labels': ['LOC']}",no
96,"Nii 1996. aastal kui ka tänavu lendasid loendajad lennukil läbi sama territooriumi , Riia lahe .","{'start': 85, 'end': 94, 'text': 'Riia lahe', 'labels': ['LOC']}",yes
97,"Ka Väinamerel , Liivi lahel põhjaosas ning Soome lahe ida- ja lääneosas ulatus laine kõrgus 3-7 meetrini .","{'start': 43, 'end': 53, 'text': 'Soome lahe', 'labels': ['LOC']}",yes
98,Nädala eest seiklesid kaks meest Muuga lahel isetehtud alusega ning sattusid merehätta .,"{'start': 33, 'end': 44, 'text': 'Muuga lahel', 'labels': ['LOC']}",yes
99,"Nende kodukohad moodustasid hõreda aheliku Ruhnust Riia lahes kuni Tallinnani , mõninga koondumisega Noarootsi ja Vormsi kihelkonda Eesti looderannikul .","{'start': 51, 'end': 61, 'text': 'Riia lahes', 'labels': ['LOC']}",yes
100,"Miri rusud peaksid kell 9.30 Moskva aja järgi kukkuma Vaiksesse ookeani Austraalia ja Lõuna-Ameerika vahelisele alale , mille keskpunkti kooridnaatideks on 44,2 kraadi lõunalaiust ja 150,4 kraadi läänepikkust .","{'start': 54, 'end': 71, 'text': 'Vaiksesse ookeani', 'labels': ['LOC']}",yes
101,"Tallinnas Kakumäe poolsaare metsas mootorsaagidega ringi liikuvad töömehed langetavad pea tuhat leht- ja okaspuud , et teha ruumi 2000-3000 ruutmeetri suurustele kruntidele , kirjutab Postimees .","{'start': 10, 'end': 27, 'text': 'Kakumäe poolsaare', 'labels': ['LOC']}",yes
102,"Et Ülemiste järv ei võta enam kanalite kaudu vett vastu , on see kõrgeks paisutanud nii Soodla kui ka Paunküla veehoidlate vesikonna jõed .","{'start': 102, 'end': 122, 'text': 'Paunküla veehoidlate', 'labels': ['LOC']}",no
103,"13 Pirital , Stroomi rannas ja Kunda lahes .","{'start': 31, 'end': 42, 'text': 'Kunda lahes', 'labels': ['LOC']}",yes
104,"Atlantise stardi ajal asus orbitaaljaam koos kolmeliikmelise meeskonnaga rohkem kui 355 kilomeetri kõrgusel Atlandi ookeani põhjaosa kohal , Newfoundlandist ida pool .","{'start': 108, 'end': 123, 'text': 'Atlandi ookeani', 'labels': ['LOC']}",yes
105,Täna viibib USA kaitseminister Võidu pargis Poklonnaja mäe jalamil toimuval tseremoonial ja tutvub Moskva linna vaatamisväärsustega .,"{'start': 44, 'end': 58, 'text': 'Poklonnaja mäe', 'labels': ['LOC']}",no
106,Kohila lähistel Rabivere raba serval näitas poiss kätte eelmisel päeval kadunud Nordeni torke ja lõikehaavadega surnukeha .,"{'start': 16, 'end': 29, 'text': 'Rabivere raba', 'labels': ['LOC']}",no
107,"Sillamäe jäätmehoidla , mis on aastakümneid ähvardanud Soome lahte , tekkis nõukogude ajal , mil Silmetis toodeti uraani .","{'start': 55, 'end': 66, 'text': 'Soome lahte', 'labels': ['LOC']}",yes
108,Päästeameti juhtimiskeskuse korrapidaja sõnul oleks täna Järva-Jaani tehisjärve peaaegu uppunud nelja-aastane tüdruk .,"{'start': 57, 'end': 79, 'text': 'Järva-Jaani tehisjärve', 'labels': ['LOC']}",no
109,"Nadežda saab presidendi käsundusohvitserilt tunnistuse , mille kohaselt president annab talle kolme läbi Kadrioru tiigi jää vajunud poisi päästmise eest Eesti Punase Risti neljanda klassi teenetemärgi .","{'start': 105, 'end': 119, 'text': 'Kadrioru tiigi', 'labels': ['LOC']}",no
110,"Tallinna lahel puhub tuul üle 20 meetri sekundis , laine kõrgus on üle nelja meetri .","{'start': 0, 'end': 14, 'text': 'Tallinna lahel', 'labels': ['LOC']}",yes
111,"Lääne-Virumaa talumees Toivo väidab , et tema maadel asuva Põlula allika vesi on parem kui maailmakuulus Evian .","{'start': 59, 'end': 72, 'text': 'Põlula allika', 'labels': ['LOC']}",no
112,Stroomi rand saab rannahoone,"{'start': 0, 'end': 12, 'text': 'Stroomi rand', 'labels': ['LOC']}",no
113,"Viitega Lääne ja Vene allikatele teatas päevaleht , et salajane projekt näeb ette tohutu sõjalise kompleksi rajamist Jamantau mäe alla Beloretski rajoonis Uuralides .","{'start': 117, 'end': 129, 'text': 'Jamantau mäe', 'labels': ['LOC']}",no
114,Linnavalitsuse lubadus avada eeloleval suvel Paljassaare poolsaarel Katariina kai juures avalik supelrand on tegelikult alles idee tasemel .,"{'start': 45, 'end': 67, 'text': 'Paljassaare poolsaarel', 'labels': ['LOC']}",yes
115,"Üldplaneeringus sisaldub ka sadamaalade tsoneering , mille järgi on ette nähtud kaubasadamate koondamine Kopli ja Paljassaare poolsaarele .","{'start': 105, 'end': 137, 'text': 'Kopli ja Paljassaare poolsaarele', 'labels': ['LOC']}",yes
116,"Musumuäel süttis 108 , Tornide Väljakul 68 ja Schnelli tiigi pargis 42 uut pargivalgustit .","{'start': 46, 'end': 60, 'text': 'Schnelli tiigi', 'labels': ['LOC']}",no
117,"Eesmärgi saavutamiseks on kohalikud turismiettevõtjad investeerinud uue golfikeskuse ehitamisse , vald korrastab Pühajärve randa ja suurenev turistide hulk innustab ettevõtjaid rajama ka uusi hotellikohti .","{'start': 113, 'end': 128, 'text': 'Pühajärve randa', 'labels': ['LOC']}",no
118,"Kui olete tuletorni kürgetest trepiastmetest üles turninud , siis paistab ära ka Ristna neem .","{'start': 81, 'end': 92, 'text': 'Ristna neem', 'labels': ['LOC']}",no
